"","scenario","iteration","SpawnBio_om","SSB_MSY_om","F_MSY_om","annual_F_om","bmsst_om","ssb_ssbmsst_om","F_Fmsy_om","SpawnBio_em","SSB_MSY_em","F_MSY_em","annual_F_em","bmsst_em","ssb_ssbmsst_em","F_Fmsy_em","ID","species","annual_F_re","bmsst_re","F_Fmsy_re","F_MSY_re","SpawnBio_re","SSB_MSY_re","ssb_ssbmsst_re"
"553","IRF_SQ_25_yrfwd",47,2497.94,1320.58,0.133915,0.033,1142.3017,2.18676029283682,0.246424971063734,2647.29,1315.04,0.133889,0.031,1137.5096,2.32726827096668,0.231535077564251,"IRF_SQ_25_yrfwd-47","IRF_SQ_25_yrfwd",-0.0606060606060607,-0.00419512638386174,-0.060423639029798,-0.000194153007504747,0.0597892663554769,-0.00419512638386161,0.0642539461641591
"554","IRF_SQ_25_yrfwd",48,2816.64,1320.58,0.133915,0.033,1142.3017,2.46575838939923,0.246424971063734,2567.89,1311.81,0.134022,0.037,1134.71565,2.26302510236816,0.276074077390279,"IRF_SQ_25_yrfwd-48","IRF_SQ_25_yrfwd",0.121212121212121,-0.00664102136939839,0.120316971930886,0.000799014300115715,-0.0883144455805499,-0.00664102136939828,-0.082219445304398
"555","IRF_SQ_25_yrfwd",49,2377.55,1320.58,0.133915,0.033,1142.3017,2.081367820778,0.246424971063734,2630.3,1300.7,0.134109,0.029,1125.1055,2.33782520839157,0.216242012094639,"IRF_SQ_25_yrfwd-49","IRF_SQ_25_yrfwd",-0.121212121212121,-0.0150539914280088,-0.122483362131708,0.00144868013292013,0.106306912578074,-0.0150539914280088,0.123215793505307
"556","IRF_SQ_25_yrfwd",5,5596.85,1320.58,0.133915,0.037,1142.3017,4.89962502900941,0.276294664526005,4815.73,1311.14,0.134185,0.043,1134.1361,4.2461658702161,0.320453105786787,"IRF_SQ_25_yrfwd-5","IRF_SQ_25_yrfwd",0.162162162162162,-0.00714837419921533,0.159823720579394,0.00201620430870323,-0.139564219158991,-0.00714837419921537,-0.133369218036961
"557","IRF_SQ_25_yrfwd",50,4274.3,1320.58,0.133915,0.034,1142.3017,3.74183107667615,0.253892394429302,4517.12,1333.62,0.133799,0.033,1153.5813,3.91573615140953,0.246638614638375,"IRF_SQ_25_yrfwd-50","IRF_SQ_25_yrfwd",-0.0294117647058824,0.00987444910569585,-0.0285702917853514,-0.000866221110405892,0.0568093021079474,0.00987444910569596,0.0464759288085912
"558","IRF_SQ_25_yrfwd",51,3016.54,1320.58,0.133915,0.041,1142.3017,2.64075594039648,0.306164357988276,3044.06,1322.94,0.134192,0.041,1144.3431,2.66009381277346,0.305532371527364,"IRF_SQ_25_yrfwd-51","IRF_SQ_25_yrfwd",0,0.00178709354980393,-0.00206420651007502,0.00206847627226225,0.00912303500036465,0.00178709354980397,0.00732285482393866
"559","IRF_SQ_25_yrfwd",52,3171.92,1320.58,0.133915,0.034,1142.3017,2.77677954957084,0.253892394429302,3245.36,1304.37,0.134169,0.033,1128.28005,2.87637807652453,0.2459584553809,"IRF_SQ_25_yrfwd-52","IRF_SQ_25_yrfwd",-0.0294117647058824,-0.0122749095094581,-0.0312492190490221,0.00189672553485423,0.0231531690584883,-0.012274909509458,0.0358683594342546
"560","IRF_SQ_25_yrfwd",54,3569.31,1320.58,0.133915,0.029,1142.3017,3.12466487618814,0.216555277601464,3312.13,1312.64,0.134042,0.032,1135.4336,2.9170618167368,0.238731143969801,"IRF_SQ_25_yrfwd-54","IRF_SQ_25_yrfwd",0.103448275862069,-0.00601250965484855,0.10240279809365,0.000948362767427011,-0.0720531419237891,-0.0060125096548485,-0.0664401040359258
"561","IRF_SQ_25_yrfwd",55,4035.93,1320.58,0.133915,0.037,1142.3017,3.53315590793571,0.276294664526005,3463.47,1323.86,0.133906,0.044,1145.1389,3.02449772686964,0.328588711484175,"IRF_SQ_25_yrfwd-55","IRF_SQ_25_yrfwd",0.189189189189189,0.0024837571370155,0.189269116173064,-6.72068102901766e-05,-0.141840913990084,0.00248375713701553,-0.143967091835258
"562","IRF_SQ_25_yrfwd",56,4287.72,1320.58,0.133915,0.032,1142.3017,3.75357928645296,0.238957547698167,3842.46,1316.97,0.133992,0.036,1139.17905,3.37300795691424,0.268672756582483,"IRF_SQ_25_yrfwd-56","IRF_SQ_25_yrfwd",0.125,-0.00273364733677628,0.124353506179473,0.000574991599148667,-0.103845400352635,-0.00273364733677619,-0.101388914552103
"563","IRF_SQ_25_yrfwd",57,3255.8,1320.58,0.133915,0.031,1142.3017,2.8502102378032,0.231490124332599,3775.16,1330.69,0.133945,0.027,1151.04685,3.27976224425617,0.201575273433126,"IRF_SQ_25_yrfwd-57","IRF_SQ_25_yrfwd",-0.129032258064516,0.00765572702903267,-0.129227330909774,0.000224022700967048,0.159518397935991,0.00765572702903279,0.150708884823897
"564","IRF_SQ_25_yrfwd",58,2661.49,1320.58,0.133915,0.035,1142.3017,2.32993612808245,0.26135981779487,2877.25,1322.96,0.134362,0.032,1144.3604,2.51428658314286,0.238162575728256,"IRF_SQ_25_yrfwd-58","IRF_SQ_25_yrfwd",-0.0857142857142858,0.00180223841039547,-0.0887559620385866,0.00333793824440879,0.0810673720359649,0.00180223841039552,0.0791225359521486
"565","IRF_SQ_25_yrfwd",59,2163.5,1320.58,0.133915,0.031,1142.3017,1.8939829994125,0.231490124332599,2768.3,1313.93,0.133908,0.024,1136.54945,2.43570572314297,0.179227529348508,"IRF_SQ_25_yrfwd-59","IRF_SQ_25_yrfwd",-0.225806451612903,-0.00503566614669312,-0.22576598088047,-5.22719635590263e-05,0.279547030275017,-0.00503566614669302,0.286023012824566
"566","IRF_SQ_25_yrfwd",6,2771.59,1320.58,0.133915,0.037,1142.3017,2.42632047207844,0.276294664526005,2386.93,1310.91,0.133972,0.044,1133.93715,2.10499320883878,0.328426835458155,"IRF_SQ_25_yrfwd-6","IRF_SQ_25_yrfwd",0.189189189189189,-0.00732254009601842,0.188683234334564,0.000425643131837371,-0.138786761389672,-0.0073225400960183,-0.132433974381134
"567","IRF_SQ_25_yrfwd",60,2545.78,1320.58,0.133915,0.038,1142.3017,2.22864064721255,0.283762087891573,2860.13,1320.53,0.134058,0.034,1142.25845,2.50392544699494,0.253621566784526,"IRF_SQ_25_yrfwd-60","IRF_SQ_25_yrfwd",-0.105263157894737,-3.78621514788463e-05,-0.106217575896058,0.00106784154127621,0.123478855203513,-3.78621514788612e-05,0.123521394140728
"568","IRF_SQ_25_yrfwd",61,2260.05,1320.58,0.133915,0.027,1142.3017,1.97850532832088,0.201620430870328,2815.31,1331.73,0.133928,0.021,1151.94645,2.44395909202203,0.156800669016188,"IRF_SQ_25_yrfwd-61","IRF_SQ_25_yrfwd",-0.222222222222222,0.00844325977979367,-0.222297718840637,9.70765037522701e-05,0.245684829981637,0.0084432597797938,0.23525524901981
"569","IRF_SQ_25_yrfwd",63,2211.61,1320.58,0.133915,0.036,1142.3017,1.93609971866452,0.268827241160438,2561.78,1354.05,0.133907,0.031,1171.25325,2.18721271424434,0.231503954236896,"IRF_SQ_25_yrfwd-63","IRF_SQ_25_yrfwd",-0.138888888888889,0.0253449241999727,-0.138837443565725,-5.97393869246014e-05,0.158332617414463,0.0253449241999728,0.129700445260656
"570","IRF_SQ_25_yrfwd",64,2721.74,1320.58,0.133915,0.03,1142.3017,2.38268051251259,0.224022700967031,2770.83,1316.32,0.133772,0.029,1138.6168,2.43350528465767,0.216786771521694,"IRF_SQ_25_yrfwd-64","IRF_SQ_25_yrfwd",-0.0333333333333332,-0.00322585530600188,-0.0322999830557465,-0.00106784154127621,0.0180362562184485,-0.0032258553060019,0.0213309219923414
"571","IRF_SQ_25_yrfwd",65,3581,1320.58,0.133915,0.031,1142.3017,3.13489859990579,0.231490124332599,3814.76,1324.48,0.133819,0.029,1145.6752,3.32970461436191,0.216710631524671,"IRF_SQ_25_yrfwd-65","IRF_SQ_25_yrfwd",-0.064516129032258,0.00295324781535379,-0.0638450251410848,-0.000716872643094595,0.0652778553476683,0.00295324781535393,0.0621410894955182
"572","IRF_SQ_25_yrfwd",66,3850.34,1320.58,0.133915,0.033,1142.3017,3.37068569538153,0.246424971063734,3683.61,1296.5,0.133909,0.035,1121.4725,3.28461910568471,0.261371528426021,"IRF_SQ_25_yrfwd-66","IRF_SQ_25_yrfwd",0.0606060606060607,-0.0182344121522361,0.0606535827021382,-4.48045401934511e-05,-0.0433026693746526,-0.0182344121522361,-0.025533852003686
"573","IRF_SQ_25_yrfwd",69,3023.17,1320.58,0.133915,0.034,1142.3017,2.64656001124747,0.253892394429302,3204.62,1299.08,0.134125,0.033,1123.7042,2.85183591909686,0.246039142590867,"IRF_SQ_25_yrfwd-69","IRF_SQ_25_yrfwd",-0.0294117647058824,-0.0162807251359252,-0.0309314182336494,0.00156815890676913,0.0600197805614636,-0.0162807251359251,0.0775632923406238
"574","IRF_SQ_25_yrfwd",70,3916.39,1320.58,0.133915,0.035,1142.3017,3.42850754752444,0.26135981779487,3790.63,1312.92,0.133904,0.036,1135.6758,3.33777474170005,0.268849324889473,"IRF_SQ_25_yrfwd-70","IRF_SQ_25_yrfwd",0.0285714285714284,-0.00580048160656681,0.0286559240735367,-8.2141657021327e-05,-0.0321112044510378,-0.0058004816065667,-0.0264642281128717
"575","IRF_SQ_25_yrfwd",71,2955.32,1320.58,0.133915,0.031,1142.3017,2.58716239326266,0.231490124332599,3367.66,1304.66,0.134037,0.028,1128.5309,2.98410969517981,0.208897543215679,"IRF_SQ_25_yrfwd-71","IRF_SQ_25_yrfwd",-0.0967741935483871,-0.0120553090308804,-0.0975963064603971,0.000911025650599135,0.139524653844592,-0.0120553090308803,0.153429604168206
"576","IRF_SQ_25_yrfwd",72,2894.59,1320.58,0.133915,0.032,1142.3017,2.53399780460801,0.238957547698167,2947.38,1333.09,0.134147,0.031,1153.12285,2.55599826159026,0.231089774650197,"IRF_SQ_25_yrfwd-72","IRF_SQ_25_yrfwd",-0.03125,0.00947311030001968,-0.0329254008662138,0.00173244222081158,0.01823747059169,0.00947311030001968,0.00868211367122563
"577","IRF_SQ_25_yrfwd",73,2782.29,1320.58,0.133915,0.03,1142.3017,2.43568752458304,0.224022700967031,3090.48,1323.33,0.134194,0.027,1144.68045,2.69986265599277,0.201201245957345,"IRF_SQ_25_yrfwd-73","IRF_SQ_25_yrfwd",-0.1,0.00208241833133913,-0.101871171587403,0.0020834111189934,0.110768467701066,0.00208241833133926,0.108460189882096
"578","IRF_SQ_25_yrfwd",74,3278.82,1320.58,0.133915,0.026,1142.3017,2.87036253207012,0.19415300750476,3667.95,1321.66,0.134226,0.023,1143.2359,3.20839294847196,0.171352793050527,"IRF_SQ_25_yrfwd-74","IRF_SQ_25_yrfwd",-0.115384615384615,0.000817822471944274,-0.117434258409181,0.0023223686666916,0.118679890936373,0.000817822471944263,0.117765756981944
"579","IRF_SQ_25_yrfwd",75,3776.55,1320.58,0.133915,0.032,1142.3017,3.30608805011846,0.238957547698167,3328.1,1319.73,0.133663,0.038,1141.56645,2.91538000262709,0.284297075480874,"IRF_SQ_25_yrfwd-75","IRF_SQ_25_yrfwd",0.1875,-0.000643656575141183,0.189738839469412,-0.00188179068812308,-0.118745945373423,-0.000643656575141157,-0.118178355073564
"580","IRF_SQ_25_yrfwd",76,2192.19,1320.58,0.133915,0.028,1142.3017,1.91909895608139,0.209087854235896,2508.38,1327.71,0.133963,0.024,1148.46915,2.18410742682988,0.179153945492412,"IRF_SQ_25_yrfwd-76","IRF_SQ_25_yrfwd",-0.142857142857143,0.00539914280089064,-0.143164263906558,0.000358436321547194,0.144234760673117,0.0053991428008906,0.13809004997304
"581","IRF_SQ_25_yrfwd",77,3868.41,1320.58,0.133915,0.036,1142.3017,3.38650463358323,0.268827241160438,4500.89,1321.03,0.134203,0.031,1142.69095,3.93885153286635,0.230993345901358,"IRF_SQ_25_yrfwd-77","IRF_SQ_25_yrfwd",-0.138888888888889,0.000340759363310015,-0.1407368356561,0.00215061792928337,0.163498698431656,0.000340759363310095,0.163102360411857
"582","IRF_SQ_25_yrfwd",78,3512.29,1320.58,0.133915,0.035,1142.3017,3.07474811601874,0.26135981779487,3605.64,1304.25,0.134073,0.034,1128.17625,3.19598998826646,0.253593191768663,"IRF_SQ_25_yrfwd-78","IRF_SQ_25_yrfwd",-0.0285714285714286,-0.0123657786730073,-0.0297162206942699,0.00117985289175963,0.0265781014665645,-0.0123657786730073,0.0394314811076986
"583","IRF_SQ_25_yrfwd",79,2449.02,1320.58,0.133915,0.034,1142.3017,2.14393447895595,0.253892394429302,2578.91,1328.77,0.133876,0.032,1149.38605,2.24372829303087,0.239027159460994,"IRF_SQ_25_yrfwd-79","IRF_SQ_25_yrfwd",-0.0588235294117648,0.00620182041224318,-0.0585493511994418,-0.000291229511257225,0.0530375415472311,0.00620182041224315,0.0465470447228957
"584","IRF_SQ_25_yrfwd",80,3180.91,1320.58,0.133915,0.031,1142.3017,2.78464962452564,0.231490124332599,3717.48,1303.35,0.134029,0.027,1127.39775,3.2973988106682,0.201448940154743,"IRF_SQ_25_yrfwd-80","IRF_SQ_25_yrfwd",-0.129032258064516,-0.0130472973996275,-0.129773070296053,0.000851286263674741,0.168684433071039,-0.0130472973996275,0.184134183929837
"585","IRF_SQ_25_yrfwd",81,3153.09,1320.58,0.133915,0.035,1142.3017,2.76029528801367,0.26135981779487,3229.8,1330.38,0.133944,0.034,1150.7787,2.80662129043577,0.253837424595353,"IRF_SQ_25_yrfwd-81","IRF_SQ_25_yrfwd",-0.0285714285714286,0.00742098168986362,-0.0287817510089504,0.000216555277601473,0.0243285158368458,0.00742098168986368,0.016782987901067
"586","IRF_SQ_25_yrfwd",82,2900.5,1320.58,0.133915,0.027,1142.3017,2.53917156912224,0.201620430870328,3222.03,1320.02,0.134194,0.024,1141.8173,2.8218437397997,0.178845551962085,"IRF_SQ_25_yrfwd-82","IRF_SQ_25_yrfwd",-0.111111111111111,-0.000424056096563675,-0.112959181814719,0.0020834111189934,0.110853301154973,-0.00042405609656359,0.11132456511207
"587","IRF_SQ_25_yrfwd",83,3307.72,1320.58,0.133915,0.035,1142.3017,2.89566232808723,0.26135981779487,3132.76,1319.55,0.134022,0.037,1141.41075,2.74463859745495,0.276074077390279,"IRF_SQ_25_yrfwd-83","IRF_SQ_25_yrfwd",0.057142857142857,-0.000779960320465228,0.056298859249121,0.000799014300115715,-0.0528944408837506,-0.000779960320465229,-0.0521551595182172
"588","IRF_SQ_25_yrfwd",84,2888.07,1320.58,0.133915,0.032,1142.3017,2.52829003055848,0.238957547698167,2687.84,1325.52,0.134156,0.034,1146.5748,2.34423432295913,0.253436298041087,"IRF_SQ_25_yrfwd-84","IRF_SQ_25_yrfwd",0.0625000000000001,0.00374078056611479,0.0605913078803782,0.00179964903110175,-0.0693300370143383,0.00374078056611493,-0.0727984943874061
"589","IRF_SQ_25_yrfwd",85,4510.85,1320.58,0.133915,0.032,1142.3017,3.94891297106535,0.238957547698167,4196.67,1305.18,0.133894,0.035,1128.9807,3.71722032094968,0.26140080959565,"IRF_SQ_25_yrfwd-85","IRF_SQ_25_yrfwd",0.0937500000000001,-0.0116615426554998,0.0939215442812971,-0.000156815890676871,-0.0696498442643848,-0.0116615426554998,-0.0586725136292783
"590","IRF_SQ_25_yrfwd",86,4196.33,1320.58,0.133915,0.04,1142.3017,3.67357415295801,0.298696934622708,4499.25,1314.62,0.133948,0.038,1137.1463,3.95661490522372,0.283692179054558,"IRF_SQ_25_yrfwd-86","IRF_SQ_25_yrfwd",-0.05,-0.00451316845628445,-0.05023404604772,0.000246424971063774,0.0721868871132633,-0.00451316845628439,0.077047785203354
"591","IRF_SQ_25_yrfwd",87,3523.24,1320.58,0.133915,0.026,1142.3017,3.08433402489027,0.19415300750476,3252.72,1313.54,0.134381,0.028,1136.2121,2.86277535681938,0.208362789382428,"IRF_SQ_25_yrfwd-87","IRF_SQ_25_yrfwd",0.076923076923077,-0.00533099092822852,0.0731885746210689,0.00347981928835451,-0.0767815987556908,-0.00533099092822848,-0.0718335518406672
"592","IRF_SQ_25_yrfwd",88,3084.62,1320.58,0.133915,0.035,1142.3017,2.70035490623887,0.26135981779487,3640.65,1327.85,0.133886,0.03,1148.59025,3.16966820848427,0.224071224773315,"IRF_SQ_25_yrfwd-88","IRF_SQ_25_yrfwd",-0.142857142857143,0.00550515682503141,-0.142671483842331,-0.000216555277601473,0.180258832530425,0.00550515682503141,0.173796896534269
"593","IRF_SQ_25_yrfwd",89,3240.16,1320.58,0.133915,0.034,1142.3017,2.83651858348806,0.253892394429302,2722.61,1324.12,0.134305,0.042,1145.3638,2.3770700628045,0.31272104538178,"IRF_SQ_25_yrfwd-89","IRF_SQ_25_yrfwd",0.235294117647059,0.0026806403247057,0.231707023302974,0.00291229511257142,-0.159729766431287,0.00268064032470578,-0.16197620680439
"594","IRF_SQ_25_yrfwd",9,3587.53,1320.58,0.133915,0.034,1142.3017,3.14061512821,0.253892394429302,3841.21,1331.4,0.133838,0.032,1151.661,3.33536518124691,0.239095025329129,"IRF_SQ_25_yrfwd-9","IRF_SQ_25_yrfwd",-0.0588235294117648,0.00819336958003308,-0.0582820495014605,-0.000574991599148667,0.0707116038054037,0.00819336958003314,0.0620101620499774
"595","IRF_SQ_25_yrfwd",90,2811.6,1320.58,0.133915,0.033,1142.3017,2.46134624504192,0.246424971063734,3864.95,1328.68,0.134031,0.025,1149.3082,3.36284905998234,0.186524013101447,"IRF_SQ_25_yrfwd-90","IRF_SQ_25_yrfwd",-0.242424242424242,0.00613366853958106,-0.243079902591508,0.000866221110405892,0.374644330630246,0.0061336685395812,0.366264119384419
"596","IRF_SQ_25_yrfwd",91,3168.88,1320.58,0.133915,0.03,1142.3017,2.77411825614897,0.224022700967031,3557.21,1328.25,0.133995,0.027,1148.93625,3.09608997017894,0.201500055972238,"IRF_SQ_25_yrfwd-91","IRF_SQ_25_yrfwd",-0.1,0.00580805403686258,-0.100537333482593,0.000597393869245392,0.122544873898664,0.00580805403686265,0.116062721304798
"597","IRF_SQ_25_yrfwd",93,2604.37,1320.58,0.133915,0.034,1142.3017,2.27993182536628,0.253892394429302,2896.97,1308.06,0.133852,0.031,1131.4719,2.56035523286084,0.231599079580432,"IRF_SQ_25_yrfwd-93","IRF_SQ_25_yrfwd",-0.0882352941176471,-0.00948068273031545,-0.0878061546466597,-0.000470447672030822,0.112349627741066,-0.00948068273031545,0.122996400319784
"598","IRF_SQ_25_yrfwd",95,3957.36,1320.58,0.133915,0.034,1142.3017,3.46437372893693,0.253892394429302,3802.59,1323.68,0.134274,0.035,1144.9832,3.32108802993791,0.260661036388281,"IRF_SQ_25_yrfwd-95","IRF_SQ_25_yrfwd",0.0294117647058824,0.00234745339169165,0.026659490821665,0.00268080498823879,-0.0391094062708472,0.00234745339169163,-0.041359769531273
"599","IRF_SQ_25_yrfwd",97,3724.67,1320.58,0.133915,0.031,1142.3017,3.26067097685314,0.231490124332599,3778.1,1315.82,0.134005,0.031,1138.1843,3.31940969489739,0.231334651692101,"IRF_SQ_25_yrfwd-97","IRF_SQ_25_yrfwd",0,-0.00360447682079094,-0.000671616730719046,0.000672068102901144,0.0143448949839851,-0.00360447682079086,0.0180143039457912
"600","IRF_SQ_25_yrfwd",99,2948.5,1320.58,0.133915,0.026,1142.3017,2.5811919915728,0.19415300750476,3064.11,1323.04,0.133947,0.025,1144.4296,2.67741239828121,0.186640984867149,"IRF_SQ_25_yrfwd-99","IRF_SQ_25_yrfwd",-0.0384615384615384,0.00186281785276163,-0.0386912504429134,0.000238957547698198,0.0392097676784806,0.00186281785276169,0.0372775086171605
"601","IRFSelex_poorrec_25_yrfwd",1,2134.35,1307.9,0.139546,0.033,1131.3335,1.88657897958471,0.236481160334227,2146.16,1296.24,0.139632,0.033,1121.2476,1.91408213493612,0.236335510484703,"IRFSelex_poorrec_25_yrfwd-1","IRFSelex_poorrec_25_yrfwd",0,-0.00891505466778809,-0.000615904663687525,0.00061628423602255,0.00553330053646307,-0.00891505466778812,0.0145783217395237
"602","IRFSelex_poorrec_25_yrfwd",10,2109.92,1307.9,0.139546,0.036,1131.3335,1.86498499337287,0.257979447637338,2446.75,1287.94,0.139631,0.031,1114.0681,2.19623019454556,0.222013736204711,"IRFSelex_poorrec_25_yrfwd-10","IRFSelex_poorrec_25_yrfwd",-0.138888888888889,-0.0152611055891123,-0.139413087988261,0.000609118140254839,0.159641123834079,-0.0152611055891123,0.177612797073304
"603","IRFSelex_poorrec_25_yrfwd",100,2124.96,1307.9,0.139546,0.038,1131.3335,1.87827903973497,0.272311639172746,2528.89,1298.39,0.139609,0.032,1123.10735,2.25169036601888,0.229211583780415,"IRFSelex_poorrec_25_yrfwd-100","IRFSelex_poorrec_25_yrfwd",-0.157894736842105,-0.00727119810383053,-0.158274745520478,0.000451464033365396,0.190088284014758,-0.00727119810383056,0.19880503289682
"604","IRFSelex_poorrec_25_yrfwd",103,2188.72,1307.9,0.139546,0.041,1131.3335,1.93463731074878,0.293809926475857,2320.26,1300.3,0.139556,0.038,1124.7595,2.06289433429991,0.272292126458196,"IRFSelex_poorrec_25_yrfwd-103","IRFSelex_poorrec_25_yrfwd",-0.0731707317073171,-0.0058108418074777,-0.0732371444210875,7.16609576771101e-05,0.0600990533279727,-0.00581084180747774,0.0662951256230529
"605","IRFSelex_poorrec_25_yrfwd",104,2149.45,1307.9,0.139546,0.036,1131.3335,1.89992606070624,0.257979447637338,2084.56,1322.15,0.139609,0.037,1143.65975,1.82270994498145,0.265025893746105,"IRFSelex_poorrec_25_yrfwd-104","IRFSelex_poorrec_25_yrfwd",0.0277777777777778,0.0108953283890206,0.0273139824637219,0.000451464033365396,-0.0301891181465025,0.0108953283890206,-0.0406416424942788
"606","IRFSelex_poorrec_25_yrfwd",106,2102.78,1307.9,0.139546,0.035,1131.3335,1.85867385700149,0.250813351869634,2220.65,1311.39,0.139596,0.033,1134.35235,1.95763688416567,0.236396458351242,"IRFSelex_poorrec_25_yrfwd-106","IRFSelex_poorrec_25_yrfwd",-0.0571428571428572,0.00266839972474974,-0.0574805663690731,0.000358304788385153,0.0560543661248442,0.00266839972474961,0.0532438904175597
"607","IRFSelex_poorrec_25_yrfwd",107,2048.23,1307.9,0.139546,0.035,1131.3335,1.81045642155916,0.250813351869634,2539.89,1308.14,0.139623,0.028,1131.5411,2.24462902849927,0.200540025640475,"IRFSelex_poorrec_25_yrfwd-107","IRFSelex_poorrec_25_yrfwd",-0.2,0.00018350026760472,-0.200441188056409,0.000551789374113151,0.240041401600406,0.000183500267604564,0.239813895418817
"608","IRFSelex_poorrec_25_yrfwd",108,2254.73,1307.9,0.139546,0.033,1131.3335,1.99298438524096,0.236481160334227,2082.02,1321.17,0.139564,0.036,1142.81205,1.82183938295015,0.257946175231435,"IRFSelex_poorrec_25_yrfwd-108","IRFSelex_poorrec_25_yrfwd",0.0909090909090908,0.0101460356296353,0.0907683929953282,0.000128989723818599,-0.0765989719389905,0.0101460356296353,-0.0858737296479678
"609","IRFSelex_poorrec_25_yrfwd",11,2133.6,1307.9,0.139546,0.031,1131.3335,1.88591604509192,0.222148968798819,2356.89,1305.8,0.139618,0.028,1129.517,2.08663526091241,0.200547207380137,"IRFSelex_poorrec_25_yrfwd-11","IRFSelex_poorrec_25_yrfwd",-0.0967741935483871,-0.00160562734153979,-0.0972399806106892,0.000515958895274596,0.104654105736783,-0.00160562734153998,0.106430620993367
"610","IRFSelex_poorrec_25_yrfwd",110,2281,1307.9,0.139546,0.036,1131.3335,2.01620477074178,0.257979447637338,2419.67,1304.45,0.139594,0.034,1128.34925,2.14443356079689,0.24356347694027,"IRFSelex_poorrec_25_yrfwd-110","IRFSelex_poorrec_25_yrfwd",-0.0555555555555554,-0.00263781634681548,-0.0558803068581424,0.000343972596849731,0.0607935116177116,-0.00263781634681554,0.0635990906855802
"611","IRFSelex_poorrec_25_yrfwd",111,2121.6,1307.9,0.139546,0.036,1131.3335,1.87530909320726,0.257979447637338,2405.01,1279.81,0.139613,0.032,1107.03565,2.1724774626725,0.229205016724804,"IRFSelex_poorrec_25_yrfwd-111","IRFSelex_poorrec_25_yrfwd",-0.111111111111111,-0.0214771771542166,-0.11153768711446,0.000480128416436041,0.13358314479638,-0.0214771771542168,0.158463674357276
"612","IRFSelex_poorrec_25_yrfwd",112,2296.09,1307.9,0.139546,0.035,1131.3335,2.02954301273674,0.250813351869634,2708.67,1303.01,0.139608,0.029,1127.10365,2.40321287221455,0.207724485702825,"IRFSelex_poorrec_25_yrfwd-112","IRFSelex_poorrec_25_yrfwd",-0.171428571428571,-0.0037388179524428,-0.171796540517531,0.000444297937597685,0.179688078428981,-0.00373881795244292,0.184115269857687
"613","IRFSelex_poorrec_25_yrfwd",115,2288.09,1307.9,0.139546,0.028,1131.3335,2.0224717114803,0.200650681495708,2719.86,1289.56,0.139628,0.024,1115.4694,2.43830982723506,0.171885295212995,"IRFSelex_poorrec_25_yrfwd-115","IRFSelex_poorrec_25_yrfwd",-0.142857142857143,-0.0140224787827816,-0.143360521221695,0.000587619852951706,0.188703241568295,-0.0140224787827817,0.205608866316552
"614","IRFSelex_poorrec_25_yrfwd",116,2082.61,1307.9,0.139546,0.037,1131.3335,1.8408453387087,0.265145543405042,2905.56,1293.18,0.139584,0.026,1118.6007,2.5974952456225,0.186267767079321,"IRFSelex_poorrec_25_yrfwd-116","IRFSelex_poorrec_25_yrfwd",-0.297297297297297,-0.0112546830797462,-0.297488599328352,0.000272311639172819,0.395153197190064,-0.0112546830797462,0.411033936965376
"615","IRFSelex_poorrec_25_yrfwd",117,2396.51,1307.9,0.139546,0.035,1131.3335,2.11830552175817,0.250813351869634,3081.05,1331.82,0.139598,0.027,1152.0243,2.67446615492399,0.193412513073253,"IRFSelex_poorrec_25_yrfwd-117","IRFSelex_poorrec_25_yrfwd",-0.228571428571429,0.0182888600045876,-0.228858784305137,0.000372636979920575,0.285640368702822,0.0182888600045874,0.262549772661787
"616","IRFSelex_poorrec_25_yrfwd",118,2157.7,1307.9,0.139546,0.028,1131.3335,1.90721834012694,0.200650681495708,2477.72,1323.79,0.139573,0.024,1145.07835,2.16379953389216,0.171953028164473,"IRFSelex_poorrec_25_yrfwd-118","IRFSelex_poorrec_25_yrfwd",-0.142857142857143,0.0121492468843184,-0.14302295470573,0.000193484585727998,0.148315335774204,0.0121492468843183,0.134531630892424
"617","IRFSelex_poorrec_25_yrfwd",12,2135.19,1307.9,0.139546,0.031,1131.3335,1.88732146621664,0.222148968798819,2454.87,1306.95,0.1396,0.027,1130.51175,2.17146792149661,0.193409742120344,"IRFSelex_poorrec_25_yrfwd-12","IRFSelex_poorrec_25_yrfwd",-0.129032258064516,-0.000726355225934561,-0.129369165357242,0.000386969171455997,0.149719697076138,-0.000726355225934739,0.1505554090102
"618","IRFSelex_poorrec_25_yrfwd",120,2189.66,1307.9,0.139546,0.04,1131.3335,1.93546818864641,0.286643830708154,2182.53,1307.17,0.139566,0.04,1130.70205,1.93024325020017,0.286602754252468,"IRFSelex_poorrec_25_yrfwd-120","IRFSelex_poorrec_25_yrfwd",0,-0.000558146647297069,-0.000143301377126121,0.000143321915354021,-0.00325621329338786,-0.000558146647297208,-0.00269957340393539
"619","IRFSelex_poorrec_25_yrfwd",121,1944.59,1307.9,0.139546,0.04,1131.3335,1.71884771378201,0.286643830708154,2262.01,1300.15,0.13958,0.035,1124.62975,2.01133750907799,0.250752256770311,"IRFSelex_poorrec_25_yrfwd-121","IRFSelex_poorrec_25_yrfwd",-0.125,-0.0059255294747304,-0.125213139418255,0.000243647256101975,0.163232352321055,-0.00592552947473048,0.170166206669006
