"Value.SSB","StdDev.SSB","Value.Recr","StdDev.Recr","Value.SPRratio","StdDev.SPRratio","Value.F","StdDev.F","Value.Bratio","StdDev.Bratio","Value.lnSPB","StdDev.lnSPB","year","model_run","iteration","scenario"
2394.69,NA,136.653,NA,0.523698,NA,0.0876911,NA,0.761063,NA,NA,NA,"14","om","4","opaka-sim"
2258.88,NA,79.0431,NA,0.564068,NA,0.100052,NA,0.7179,NA,NA,NA,"15","om","4","opaka-sim"
2050.04,NA,236.14,NA,0.570342,NA,0.102135,NA,0.651529,NA,NA,NA,"16","om","4","opaka-sim"
1869.46,NA,65.8198,NA,0.582436,NA,0.105873,NA,0.594136,NA,NA,NA,"17","om","4","opaka-sim"
1692.19,NA,75.0472,NA,0.604128,NA,0.112641,NA,0.537798,NA,NA,NA,"18","om","4","opaka-sim"
1504.09,NA,309.811,NA,0.611397,NA,0.117008,NA,0.47802,NA,NA,NA,"19","om","4","opaka-sim"
1411.66,NA,457.728,NA,0.618713,NA,0.118546,NA,0.448642,NA,NA,NA,"20","om","4","opaka-sim"
1258.39,NA,120.82,NA,0.636054,NA,0.119549,NA,0.399933,NA,NA,NA,"21","om","4","opaka-sim"
1126.48,NA,100.201,NA,0.644427,NA,0.122046,NA,0.358009,NA,NA,NA,"22","om","4","opaka-sim"
1164.09,NA,505.992,NA,0.659733,NA,0.136221,NA,0.369962,NA,NA,NA,"23","om","4","opaka-sim"
1295.26,NA,86.6492,NA,0.661145,NA,0.136297,NA,0.41165,NA,NA,NA,"24","om","4","opaka-sim"
1252.9,NA,148.712,NA,0.680075,NA,0.141334,NA,0.398187,NA,NA,NA,"25","om","4","opaka-sim"
1184.1,NA,77.1654,NA,0.673849,NA,0.144348,NA,0.376321,NA,NA,NA,"26","om","4","opaka-sim"
1313.75,NA,172.683,NA,0.665615,NA,0.141879,NA,0.417527,NA,NA,NA,"27","om","4","opaka-sim"
1254.7,NA,63.216,NA,0.67017,NA,0.144195,NA,0.398759,NA,NA,NA,"28","om","4","opaka-sim"
1177.64,NA,176.563,NA,0.670257,NA,0.142635,NA,0.374269,NA,NA,NA,"29","om","4","opaka-sim"
1070.06,NA,327.715,NA,0.694079,NA,0.155156,NA,0.340078,NA,NA,NA,"30","om","4","opaka-sim"
992.761,NA,229.198,NA,0.674746,NA,0.139633,NA,0.315512,NA,NA,NA,"31","om","4","opaka-sim"
896.604,NA,218.774,NA,0.705543,NA,0.151385,NA,0.284952,NA,NA,NA,"32","om","4","opaka-sim"
864.508,NA,188.14,NA,0.723985,NA,0.165101,NA,0.274751,NA,NA,NA,"33","om","4","opaka-sim"
922.825,NA,194.725,NA,0.707329,NA,0.157914,NA,0.293285,NA,NA,NA,"34","om","4","opaka-sim"
959.385,NA,217.806,NA,0.71409,NA,0.163642,NA,0.304904,NA,NA,NA,"35","om","4","opaka-sim"
974.088,NA,160.787,NA,0.691866,NA,0.150817,NA,0.309577,NA,NA,NA,"36","om","4","opaka-sim"
981.318,NA,138.425,NA,0.712285,NA,0.162376,NA,0.311875,NA,NA,NA,"37","om","4","opaka-sim"
973.33,NA,286.411,NA,0.715395,NA,0.165978,NA,0.309336,NA,6.88072,NA,"38","om","4","opaka-sim"
970.203,NA,97.816,NA,0.721633,NA,0.168382,NA,0.308342,NA,NA,NA,"39","om","4","opaka-sim"
931.146,NA,147.338,NA,0.719401,NA,0.164693,NA,0.29593,NA,NA,NA,"40","om","4","opaka-sim"
891.32,NA,99.7726,NA,0.719118,NA,0.16881,NA,0.283272,NA,NA,NA,"41","om","4","opaka-sim"
920.295,NA,101.93,NA,0.740874,NA,0.183562,NA,0.292481,NA,NA,NA,"42","om","4","opaka-sim"
849.408,NA,79.1825,NA,0.71365,NA,0.166585,NA,0.269952,NA,NA,NA,"43","om","4","opaka-sim"
808.365,NA,192.145,NA,0.696299,NA,0.15643,NA,0.256908,NA,NA,NA,"44","om","4","opaka-sim"
757.529,NA,449.976,NA,0.724038,NA,0.17089,NA,0.240752,NA,NA,NA,"45","om","4","opaka-sim"
692.131,NA,180.62,NA,0.703424,NA,0.148201,NA,0.219968,NA,NA,NA,"46","om","4","opaka-sim"
642.692,NA,124.152,NA,0.692867,NA,0.137823,NA,0.204255,NA,NA,NA,"47","om","4","opaka-sim"
690.906,NA,159.148,NA,0.701048,NA,0.153357,NA,0.219579,NA,NA,NA,"48","om","4","opaka-sim"
875.049,NA,206.051,NA,0.696698,NA,0.156264,NA,0.278101,NA,NA,NA,"49","om","4","opaka-sim"
924.679,NA,90.3489,NA,0.699654,NA,0.156946,NA,0.293874,NA,NA,NA,"50","om","4","opaka-sim"
905.888,NA,212.465,NA,0.691439,NA,0.151769,NA,0.287902,NA,NA,NA,"51","om","4","opaka-sim"
897.656,NA,312.859,NA,0.688788,NA,0.151326,NA,0.285286,NA,NA,NA,"52","om","4","opaka-sim"
905.422,NA,275.324,NA,0.660915,NA,0.132773,NA,0.287754,NA,NA,NA,"53","om","4","opaka-sim"
874.953,NA,365.252,NA,0.651239,NA,0.125631,NA,0.278071,NA,NA,NA,"54","om","4","opaka-sim"
915.858,NA,144.575,NA,0.635754,NA,0.119501,NA,0.291071,NA,NA,NA,"55","om","4","opaka-sim"
1031.9,NA,58.7097,NA,0.596945,NA,0.10645,NA,0.32795,NA,NA,NA,"56","om","4","opaka-sim"
1163.13,NA,285.035,NA,0.589115,NA,0.108813,NA,0.369657,NA,NA,NA,"57","om","4","opaka-sim"
1322,NA,306.197,NA,0.574628,NA,0.104122,NA,0.420149,NA,NA,NA,"58","om","4","opaka-sim"
1345.21,NA,93.9697,NA,0.563199,NA,0.0965595,NA,0.427524,NA,NA,NA,"59","om","4","opaka-sim"
1298.41,NA,225.597,NA,0.547238,NA,0.0917508,NA,0.412652,NA,NA,NA,"60","om","4","opaka-sim"
1369.71,NA,134.007,NA,0.535527,NA,0.090176,NA,0.435311,NA,NA,NA,"61","om","4","opaka-sim"
1461.9,NA,411.569,NA,0.516799,NA,0.0841391,NA,0.464611,NA,NA,NA,"62","om","4","opaka-sim"
1446.94,NA,106.668,NA,0.512671,NA,0.0821631,NA,0.459856,NA,NA,NA,"63","om","4","opaka-sim"
1471.15,NA,97.0605,NA,0.514497,NA,0.0813033,NA,0.467549,NA,NA,NA,"64","om","4","opaka-sim"
1470.16,NA,239.526,NA,0.491694,NA,0.0780009,NA,0.467235,NA,NA,NA,"65","om","4","opaka-sim"
1610.33,NA,119.077,NA,0.450308,NA,0.0677048,NA,0.511782,NA,NA,NA,"66","om","4","opaka-sim"
1614.07,NA,270.458,NA,0.48527,NA,0.0754906,NA,0.51297,NA,NA,NA,"67","om","4","opaka-sim"
1564.21,NA,235.691,NA,0.464543,NA,0.0702725,NA,0.497125,NA,NA,NA,"68","om","4","opaka-sim"
1585.68,NA,324.04,NA,0.422278,NA,0.0595723,NA,0.50395,NA,NA,NA,"69","om","4","opaka-sim"
1577.81,NA,78.5787,NA,0.46158,NA,0.0682677,NA,0.501449,NA,NA,NA,"70","om","4","opaka-sim"
1630.14,NA,253.37,NA,0.437346,NA,0.0631237,NA,0.518079,NA,NA,NA,"71","om","4","opaka-sim"
1699.68,NA,190.983,NA,0.483455,NA,0.0757073,NA,0.54018,NA,NA,NA,"72","om","4","opaka-sim"
1780.15,NA,531.177,NA,0.481514,NA,0.0743875,NA,0.565752,NA,NA,NA,"73","om","4","opaka-sim"
1734.09,NA,135.105,NA,0.481599,NA,0.0732383,NA,0.551115,NA,NA,NA,"74","om","4","opaka-sim"
1752.07,NA,101.736,NA,0.484408,NA,0.0728173,NA,0.556831,NA,7.46856,NA,"75","om","4","opaka-sim"
3367.69,382.342,206.856,98.211,0.358453,0.0286452,0.0479495,0.00539343,NA,NA,8.12198,0.113533,"1","em","5","opaka-sim"
3249.11,382.352,232.846,113.548,0.182297,0.018184,0.0203598,0.00237041,0.835424,0.0165689,NA,NA,"2","em","5","opaka-sim"
3234.42,382.451,254.307,126.377,0.418808,0.0322752,0.0602781,0.00707191,0.831646,0.0169545,NA,NA,"3","em","5","opaka-sim"
3086.15,382.455,245.207,121.127,0.253151,0.0249881,0.0302208,0.00373304,0.793523,0.0207873,NA,NA,"4","em","5","opaka-sim"
3030.71,387.845,236.447,115.527,0.277462,0.0274778,0.0338726,0.00427505,0.779269,0.0288103,NA,NA,"5","em","5","opaka-sim"
2982.4,397.005,224.855,108.181,0.387292,0.0348078,0.0534033,0.00689982,0.766847,0.0380362,NA,NA,"6","em","5","opaka-sim"
2895.33,405.138,217.345,103.382,0.335849,0.0334894,0.0436879,0.00586292,0.744458,0.0459187,NA,NA,"7","em","5","opaka-sim"
2847.94,408.979,241.091,116.638,0.392289,0.0373004,0.0545418,0.00747229,0.732273,0.0504891,NA,NA,"8","em","5","opaka-sim"
2770.11,408.514,234.18,112.017,0.352108,0.0360295,0.0467006,0.00654604,0.712262,0.0532335,NA,NA,"9","em","5","opaka-sim"
2715.63,405.138,215.122,100.458,0.376699,0.0376873,0.0513016,0.00722095,0.698254,0.0543858,NA,NA,"10","em","5","opaka-sim"
2649.55,399.138,195.119,88.6781,0.417168,0.0395878,0.0596703,0.00839832,0.681262,0.0546005,NA,NA,"11","em","5","opaka-sim"
2580,389.576,195.185,88.0995,0.379521,0.037775,0.0519742,0.00733866,0.663378,0.053555,NA,NA,"12","em","5","opaka-sim"
2538.63,378.371,196.569,88.2374,0.405471,0.038643,0.0573759,0.00804035,0.652743,0.0517119,NA,NA,"13","em","5","opaka-sim"
2475.68,366.679,183.832,81.087,0.436097,0.0397513,0.0641032,0.00894051,0.636557,0.0499998,NA,NA,"14","em","5","opaka-sim"
2386.08,354.835,180.686,79.095,0.448432,0.0401889,0.0669271,0.00932549,0.613519,0.048558,NA,NA,"15","em","5","opaka-sim"
2293.72,341.78,181.259,79.1552,0.468841,0.0407412,0.0718809,0.010007,0.589772,0.0467715,NA,NA,"16","em","5","opaka-sim"
2197.64,327.797,186.428,81.778,0.494988,0.0414555,0.0785756,0.010955,0.565067,0.0447953,NA,NA,"17","em","5","opaka-sim"
2088.97,314.368,156.32,66.8925,0.49791,0.0417821,0.0792453,0.0110974,0.537124,0.0431592,NA,NA,"18","em","5","opaka-sim"
1988.21,301.155,164.451,71.768,0.517944,0.0422114,0.0847935,0.0119113,0.511217,0.0414722,NA,NA,"19","em","5","opaka-sim"
1889.11,288.054,179.341,81.2346,0.533666,0.0426151,0.0895443,0.0127202,0.485735,0.0397231,NA,NA,"20","em","5","opaka-sim"
1795.63,275.896,210.551,101.976,0.553008,0.0436193,0.0953907,0.0138292,0.461699,0.0381132,NA,NA,"21","em","5","opaka-sim"
1688.28,267.888,372.346,184.67,0.566752,0.0450768,0.0993661,0.014838,0.434098,0.0378304,NA,NA,"22","em","5","opaka-sim"
1590.35,262.828,286.18,149.167,0.572866,0.0468404,0.0998711,0.0150385,0.408916,0.0381493,NA,NA,"23","em","5","opaka-sim"
1516.71,262.173,200.034,93.4512,0.602074,0.0470633,0.108401,0.0157955,0.389983,0.0394201,NA,NA,"24","em","5","opaka-sim"
1476,262.102,164.481,71.9913,0.612993,0.0437268,0.114043,0.0158474,0.379515,0.0405276,NA,NA,"25","em","5","opaka-sim"
1537.55,247.241,146.772,61.5705,0.622585,0.0406064,0.120278,0.0160887,0.39534,0.0379348,NA,NA,"26","em","5","opaka-sim"
1564.45,231.54,154.707,64.4858,0.596223,0.0398517,0.111058,0.0146688,0.402257,0.0337533,NA,NA,"27","em","5","opaka-sim"
1550.85,223.496,156.807,64.8525,0.605409,0.0395611,0.114761,0.0150818,0.398761,0.0317769,NA,NA,"28","em","5","opaka-sim"
1493.85,217.285,152.819,62.6666,0.622734,0.0399201,0.121099,0.0160083,0.384104,0.0306924,NA,NA,"29","em","5","opaka-sim"
1408.13,210.857,129.51,51.9528,0.634789,0.0403821,0.125605,0.0167782,0.362065,0.029962,NA,NA,"30","em","5","opaka-sim"
1320.65,201.927,134.564,54.3547,0.642598,0.0406364,0.128856,0.0174312,0.339571,0.0287352,NA,NA,"31","em","5","opaka-sim"
1239.01,191.216,151.604,62.3203,0.636749,0.0411534,0.126327,0.0173844,0.318579,0.0271448,NA,NA,"32","em","5","opaka-sim"
1168.93,180.781,164.235,68.2868,0.655145,0.0414143,0.134065,0.0186991,0.30056,0.0256037,NA,NA,"33","em","5","opaka-sim"
1086.1,173.565,154.49,64.7397,0.687013,0.0413411,0.148864,0.0210484,0.279263,0.0250823,NA,NA,"34","em","5","opaka-sim"
999.053,167.052,154.462,65.5297,0.657086,0.0434492,0.13338,0.0192316,0.25688,0.0247673,NA,NA,"35","em","5","opaka-sim"
955.909,160.324,161.378,69.6116,0.647065,0.0433615,0.128944,0.0185592,0.245787,0.0238965,NA,NA,"36","em","5","opaka-sim"
937.327,154.113,171.793,75.6789,0.649526,0.0429855,0.13008,0.0186455,0.241009,0.0228792,NA,NA,"37","em","5","opaka-sim"
921.201,151.153,187.099,85.0797,0.614398,0.0438977,0.115214,0.0165414,0.236863,0.0225762,6.82568,0.164082,"38","em","5","opaka-sim"
925.49,150.65,184.784,87.1148,0.635801,0.04316,0.123559,0.0175586,0.237966,0.0225442,NA,NA,"39","em","5","opaka-sim"
927.31,151.955,226.357,116.734,0.62435,0.0436237,0.118607,0.0169634,0.238434,0.0229179,NA,NA,"40","em","5","opaka-sim"
943.725,155.144,356.892,195.897,0.63166,0.0438058,0.121393,0.0175926,0.242654,0.0235346,NA,NA,"41","em","5","opaka-sim"
967.062,161.286,327.243,184.915,0.61574,0.045493,0.113092,0.0164289,0.248655,0.0247855,NA,NA,"42","em","5","opaka-sim"
1001.09,172.785,217.37,109.821,0.653929,0.044827,0.126752,0.0177166,0.257405,0.0273395,NA,NA,"43","em","5","opaka-sim"
1049.98,188.117,189.651,90.1388,0.652925,0.0429675,0.128613,0.0172457,0.269976,0.0307863,NA,NA,"44","em","5","opaka-sim"
1175.54,201.258,184.908,85.9518,0.640112,0.040046,0.126678,0.0164998,0.302261,0.0338814,NA,NA,"45","em","5","opaka-sim"
1291.88,194.295,195.145,92.002,0.684668,0.0377462,0.149769,0.0193555,0.332173,0.0299612,NA,NA,"46","em","5","opaka-sim"
1296.26,196.586,250.999,126.357,0.648712,0.0401813,0.132026,0.0176872,0.3333,0.0296781,NA,NA,"47","em","5","opaka-sim"
1287.01,199.436,201.012,131.737,0.661533,0.0410054,0.13682,0.0187046,0.330922,0.0298548,NA,NA,"48","em","5","opaka-sim"
1253.78,202.317,315.217,274.053,0.665783,0.0422385,0.137588,0.0194252,0.322378,0.0306794,NA,NA,"49","em","5","opaka-sim"
1224.74,205.481,272.633,236.1,0.674488,0.0431731,0.141264,0.0202337,0.31491,0.0319701,NA,NA,"50","em","5","opaka-sim"
1220.5,211.601,167.018,100.19,0.657494,0.0455577,0.131486,0.0186797,0.313819,0.0345592,NA,NA,"51","em","5","opaka-sim"
1218.76,224.483,187.191,116.53,0.585835,0.0448946,0.104325,0.0145583,0.313371,0.0377537,NA,NA,"52","em","5","opaka-sim"
1319.59,226.736,179.748,109.702,0.576491,0.0416915,0.103146,0.0141242,0.339298,0.0402756,NA,NA,"53","em","5","opaka-sim"
1401.66,210.742,164.36,97.6647,0.570258,0.0420288,0.101314,0.0140296,0.360399,0.0331333,NA,NA,"54","em","5","opaka-sim"
1413.96,219.173,184.154,123.4,0.556723,0.0432622,0.0967732,0.0139196,0.363562,0.0340745,NA,NA,"55","em","5","opaka-sim"
1420.84,226.273,480.716,288.346,0.510512,0.0451882,0.0824785,0.0126399,0.365332,0.033796,NA,NA,"56","em","5","opaka-sim"
1435.9,238.975,256.221,195.181,0.50869,0.0484485,0.0800885,0.0122907,0.369204,0.0350675,NA,NA,"57","em","5","opaka-sim"
1435.77,258.708,153.154,86.5522,0.504749,0.0491843,0.0770641,0.0112214,0.36917,0.0388502,NA,NA,"58","em","5","opaka-sim"
1469.32,275.258,160.059,87.9942,0.480539,0.0414361,0.0734549,0.0101543,0.377797,0.0420064,NA,NA,"59","em","5","opaka-sim"
1679.1,250.25,157.08,83.5314,0.463229,0.0388088,0.0708148,0.00955542,0.431736,0.0429115,NA,NA,"60","em","5","opaka-sim"
1791.23,251.894,165.531,84.0725,0.449098,0.0385585,0.0676057,0.00913333,0.460569,0.0394455,NA,NA,"61","em","5","opaka-sim"
1813.19,260.357,128.218,63.6052,0.435088,0.0388377,0.0641318,0.00878444,0.466216,0.0394782,NA,NA,"62","em","5","opaka-sim"
1810.61,265.7,247.947,95.2004,0.421478,0.0391553,0.0609113,0.00851669,0.465551,0.0389134,NA,NA,"63","em","5","opaka-sim"
1795.42,268.737,91.5023,40.2218,0.407531,0.0394218,0.057563,0.00821113,0.461646,0.038321,NA,NA,"64","em","5","opaka-sim"
1777.05,270.838,320.971,78.1617,0.427588,0.0412115,0.0614558,0.00892926,0.456921,0.0379501,NA,NA,"65","em","5","opaka-sim"
1733.35,272.307,628.807,97.8353,0.356792,0.0381943,0.0472571,0.00701467,0.445687,0.0380995,NA,NA,"66","em","5","opaka-sim"
1771.97,276.514,283.467,48.2183,0.365393,0.0391965,0.0469988,0.00690823,0.455615,0.038299,NA,NA,"67","em","5","opaka-sim"
1746.49,278.303,184.542,33.7226,0.336526,0.0365533,0.0412761,0.0059196,0.449064,0.0391177,NA,NA,"68","em","5","opaka-sim"
1885.89,289.694,83.5147,19.5223,0.365796,0.0364125,0.0485465,0.00677763,0.484907,0.0393758,NA,NA,"69","em","5","opaka-sim"
2219.15,320.398,506.433,83.1104,0.356235,0.0353161,0.0480964,0.0066815,0.570598,0.0410696,NA,NA,"70","em","5","opaka-sim"
2388.82,341.656,156.434,33.8571,0.414635,0.0384597,0.0596608,0.00831661,0.614222,0.0435195,NA,NA,"71","em","5","opaka-sim"
2403.12,352.463,124.36,29.9074,0.374237,0.0375296,0.0500874,0.00712297,0.617899,0.0456253,NA,NA,"72","em","5","opaka-sim"
2367.15,355.629,264.579,66.0281,0.443549,0.0409931,0.0660332,0.00955194,0.608651,0.0465405,NA,NA,"73","em","5","opaka-sim"
2489.79,380.849,87.8577,32.7713,0.440437,0.0425308,0.0654404,0.0098599,0.640185,0.0497216,NA,NA,"74","em","5","opaka-sim"
2444.02,390.626,144.585,75.3304,0.464165,0.0455123,0.0706491,0.0111639,0.628416,0.0525714,7.8014,0.159829,"75","em","5","opaka-sim"
2621.05,NA,110.58,NA,0.424052,NA,0.0613247,NA,NA,NA,7.87133,NA,"1","om","5","opaka-sim"
2502.77,NA,243.226,NA,0.226404,NA,0.0264085,NA,0.79541,NA,NA,NA,"2","om","5","opaka-sim"
2487.78,NA,94.354,NA,0.493406,NA,0.0785071,NA,0.790648,NA,NA,NA,"3","om","5","opaka-sim"
2334.11,NA,281.437,NA,0.315334,NA,0.0401394,NA,0.741807,NA,NA,NA,"4","om","5","opaka-sim"
2249.46,NA,152.049,NA,0.344686,NA,0.0453801,NA,0.714905,NA,NA,NA,"5","om","5","opaka-sim"
2216.49,NA,257.03,NA,0.473095,NA,0.0722699,NA,0.704429,NA,NA,NA,"6","om","5","opaka-sim"
2067.68,NA,147.038,NA,0.419368,NA,0.0598725,NA,0.657135,NA,NA,NA,"7","om","5","opaka-sim"
2049.06,NA,121.027,NA,0.482091,NA,0.0745728,NA,0.651217,NA,NA,NA,"8","om","5","opaka-sim"
1963.21,NA,116.269,NA,0.439896,NA,0.0650068,NA,0.623932,NA,NA,NA,"9","om","5","opaka-sim"
1953.91,NA,381.372,NA,0.467775,NA,0.0721819,NA,0.620975,NA,NA,NA,"10","om","5","opaka-sim"
1880.89,NA,111.655,NA,0.520959,NA,0.0854881,NA,0.59777,NA,NA,NA,"11","om","5","opaka-sim"
1755.25,NA,128.426,NA,0.485932,NA,0.0744201,NA,0.55784,NA,NA,NA,"12","om","5","opaka-sim"
1671.98,NA,113.396,NA,0.507331,NA,0.0818349,NA,0.531376,NA,NA,NA,"13","om","5","opaka-sim"
1727.02,NA,298.892,NA,0.540907,NA,0.092558,NA,0.548869,NA,NA,NA,"14","om","5","opaka-sim"
1646.96,NA,184.775,NA,0.556324,NA,0.0966149,NA,0.523423,NA,NA,NA,"15","om","5","opaka-sim"
1544.45,NA,141.767,NA,0.581871,NA,0.10318,NA,0.490845,NA,NA,NA,"16","om","5","opaka-sim"
1439.98,NA,183.529,NA,0.60205,NA,0.111473,NA,0.457644,NA,NA,NA,"17","om","5","opaka-sim"
1435.63,NA,190.42,NA,0.600636,NA,0.111852,NA,0.456262,NA,NA,NA,"18","om","5","opaka-sim"
1396.73,NA,89.2116,NA,0.618276,NA,0.118264,NA,0.443898,NA,NA,NA,"19","om","5","opaka-sim"
1324.04,NA,236.779,NA,0.631384,NA,0.124006,NA,0.420795,NA,NA,NA,"20","om","5","opaka-sim"
1270.69,NA,232.205,NA,0.645107,NA,0.130385,NA,0.403842,NA,NA,NA,"21","om","5","opaka-sim"
1217.33,NA,306.481,NA,0.659339,NA,0.134058,NA,0.386881,NA,NA,NA,"22","om","5","opaka-sim"
1119.84,NA,277.832,NA,0.661653,NA,0.133329,NA,0.355899,NA,NA,NA,"23","om","5","opaka-sim"
1107.29,NA,94.8628,NA,0.678509,NA,0.140274,NA,0.351909,NA,NA,NA,"24","om","5","opaka-sim"
1114.03,NA,142.565,NA,0.688517,NA,0.148364,NA,0.354051,NA,NA,NA,"25","om","5","opaka-sim"
1163.61,NA,317.396,NA,0.695961,NA,0.157235,NA,0.36981,NA,NA,NA,"26","om","5","opaka-sim"
1185.58,NA,159.89,NA,0.680546,NA,0.146486,NA,0.376792,NA,NA,NA,"27","om","5","opaka-sim"
1114.29,NA,57.1398,NA,0.694504,NA,0.150408,NA,0.354134,NA,NA,NA,"28","om","5","opaka-sim"
1055.26,NA,244.521,NA,0.69672,NA,0.155629,NA,0.335374,NA,NA,NA,"29","om","5","opaka-sim"
1088.53,NA,176.406,NA,0.701347,NA,0.159659,NA,0.345948,NA,NA,NA,"30","om","5","opaka-sim"
1042.37,NA,72.9111,NA,0.711104,NA,0.160898,NA,0.331278,NA,NA,NA,"31","om","5","opaka-sim"
937.172,NA,88.2882,NA,0.69955,NA,0.155838,NA,0.297845,NA,NA,NA,"32","om","5","opaka-sim"
936.135,NA,128.109,NA,0.706005,NA,0.162965,NA,0.297515,NA,NA,NA,"33","om","5","opaka-sim"
908.485,NA,172.214,NA,0.738024,NA,0.182714,NA,0.288728,NA,NA,NA,"34","om","5","opaka-sim"
804.249,NA,72.3797,NA,0.722203,NA,0.168546,NA,0.2556,NA,NA,NA,"35","om","5","opaka-sim"
723.045,NA,223.104,NA,0.722422,NA,0.167391,NA,0.229793,NA,NA,NA,"36","om","5","opaka-sim"
680.348,NA,179.083,NA,0.730879,NA,0.17332,NA,0.216223,NA,NA,NA,"37","om","5","opaka-sim"
664.628,NA,128.469,NA,0.707131,NA,0.154,NA,0.211227,NA,6.49923,NA,"38","om","5","opaka-sim"
630.737,NA,183.007,NA,0.720832,NA,0.164087,NA,0.200456,NA,NA,NA,"39","om","5","opaka-sim"
667.848,NA,242.612,NA,0.706114,NA,0.157712,NA,0.21225,NA,NA,NA,"40","om","5","opaka-sim"
699.107,NA,176.35,NA,0.714536,NA,0.160268,NA,0.222185,NA,NA,NA,"41","om","5","opaka-sim"
697.702,NA,475.551,NA,0.696893,NA,0.149212,NA,0.221738,NA,NA,NA,"42","om","5","opaka-sim"
733.368,NA,238.002,NA,0.730149,NA,0.16625,NA,0.233073,NA,NA,NA,"43","om","5","opaka-sim"
780.704,NA,164.004,NA,0.736875,NA,0.165698,NA,0.248117,NA,NA,NA,"44","om","5","opaka-sim"
814.75,NA,130.05,NA,0.71016,NA,0.158675,NA,0.258938,NA,NA,NA,"45","om","5","opaka-sim"
1002.7,NA,268.787,NA,0.740874,NA,0.184343,NA,0.318671,NA,NA,NA,"46","om","5","opaka-sim"
1042.54,NA,307.346,NA,0.708361,NA,0.162966,NA,0.331332,NA,NA,NA,"47","om","5","opaka-sim"
1028.36,NA,84.0703,NA,0.720603,NA,0.165056,NA,0.326825,NA,NA,NA,"48","om","5","opaka-sim"
977.821,NA,163.152,NA,0.717766,NA,0.163824,NA,0.310763,NA,NA,NA,"49","om","5","opaka-sim"
1004.31,NA,111.655,NA,0.716477,NA,0.168496,NA,0.319183,NA,NA,NA,"50","om","5","opaka-sim"
1047.38,NA,139.586,NA,0.711111,NA,0.165026,NA,0.332869,NA,NA,NA,"51","om","5","opaka-sim"
978.202,NA,397.536,NA,0.66564,NA,0.14037,NA,0.310885,NA,NA,NA,"52","om","5","opaka-sim"
954.311,NA,159.406,NA,0.682788,NA,0.144301,NA,0.303292,NA,NA,NA,"53","om","5","opaka-sim"
898.713,NA,159.002,NA,0.687835,NA,0.14203,NA,0.285622,NA,NA,NA,"54","om","5","opaka-sim"
878.251,NA,217.961,NA,0.659525,NA,0.133947,NA,0.279119,NA,NA,NA,"55","om","5","opaka-sim"
1009.69,NA,191.445,NA,0.601541,NA,0.111059,NA,0.320893,NA,NA,NA,"56","om","5","opaka-sim"
1060.54,NA,273.851,NA,0.587692,NA,0.105416,NA,0.337053,NA,NA,NA,"57","om","5","opaka-sim"
1091.64,NA,120.906,NA,0.579191,NA,0.102116,NA,0.346936,NA,NA,NA,"58","om","5","opaka-sim"
1146.67,NA,214.594,NA,0.568693,NA,0.0986301,NA,0.364425,NA,NA,NA,"59","om","5","opaka-sim"
1196.46,NA,79.2942,NA,0.554317,NA,0.0956247,NA,0.380249,NA,NA,NA,"60","om","5","opaka-sim"
1279.66,NA,119.855,NA,0.542796,NA,0.0920075,NA,0.40669,NA,NA,NA,"61","om","5","opaka-sim"
1286.41,NA,242.261,NA,0.523097,NA,0.0873218,NA,0.408837,NA,NA,NA,"62","om","5","opaka-sim"
1319.62,NA,117.041,NA,0.514067,NA,0.0835013,NA,0.419391,NA,NA,NA,"63","om","5","opaka-sim"
1278.75,NA,54.4934,NA,0.498884,NA,0.0781425,NA,0.406404,NA,NA,NA,"64","om","5","opaka-sim"
1256.03,NA,253.499,NA,0.511182,NA,0.0830671,NA,0.399183,NA,NA,NA,"65","om","5","opaka-sim"
1293.02,NA,560.626,NA,0.43837,NA,0.0645123,NA,0.410937,NA,NA,NA,"66","om","5","opaka-sim"
1290.91,NA,328.19,NA,0.452235,NA,0.0642542,NA,0.410268,NA,NA,NA,"67","om","5","opaka-sim"
1245.71,NA,187.137,NA,0.42166,NA,0.0559386,NA,0.395903,NA,NA,NA,"68","om","5","opaka-sim"
1349.2,NA,71.0395,NA,0.445179,NA,0.0639271,NA,0.428794,NA,NA,NA,"69","om","5","opaka-sim"
1648.9,NA,528.715,NA,0.422716,NA,0.0614873,NA,0.524042,NA,NA,NA,"70","om","5","opaka-sim"
1854.91,NA,183.686,NA,0.479396,NA,0.0747648,NA,0.589513,NA,NA,NA,"71","om","5","opaka-sim"
1900.81,NA,146.385,NA,0.433962,NA,0.0617806,NA,0.604102,NA,NA,NA,"72","om","5","opaka-sim"
1891.83,NA,409.157,NA,0.498963,NA,0.0796516,NA,0.601246,NA,NA,NA,"73","om","5","opaka-sim"
2062.97,NA,237.512,NA,0.487355,NA,0.0764322,NA,0.655639,NA,NA,NA,"74","om","5","opaka-sim"
2075.48,NA,226.836,NA,0.504387,NA,0.0795419,NA,0.659612,NA,7.63795,NA,"75","om","5","opaka-sim"
