"year","Area","Seas","Bio_smry","SpawnBio","Recruit_0","retainB_1","retainN_1","retainB_2","retainN_2","deadB_1","deadN_1","deadB_2","deadN_2","F_1","F_2","SPRratio","rec_dev","raw_rec_dev","model_run","iteration","scenario"
71,1,1,1886.59,1630.14,253.37,60.7819,23.5785,58.3065,21.0102,60.7819,23.5785,58.3065,21.0102,0.0343185,0.0353481,0.437346,0.337857,0.337857,"om","4","opaka-sim"
72,1,1,1935.02,1699.68,190.983,74.9348,29.0331,71.5602,25.7448,74.9348,29.0331,71.5602,25.7448,0.0405427,0.041759,0.483455,0.0493665,0.0493665,"om","4","opaka-sim"
73,1,1,1948.09,1780.15,531.177,73.2421,26.75,71.6718,25.051,73.2421,26.75,71.6718,25.051,0.0402629,0.0414708,0.481514,1.06607,1.06607,"om","4","opaka-sim"
74,1,1,1990.32,1734.09,135.105,73.9619,27.3119,71.806,25.0522,73.9619,27.3119,71.806,25.0522,0.0402751,0.0414833,0.481599,-0.299489,-0.299489,"om","4","opaka-sim"
75,1,1,2060.41,1752.07,101.736,76.312,29.4885,73.7213,26.6549,76.312,29.4885,73.7213,26.6549,0.0406808,0.0419012,0.484408,-0.584536,-0.584536,"om","4","opaka-sim"
1,1,1,3615.48,3367.69,206.856,63.2126,20.0112,110.148,33.13,63.2126,20.0112,110.148,33.13,0.0185374,0.0335939,0.358453,-0.135581,-0.135581,"em","5","opaka-sim"
2,1,1,3492.18,3249.11,232.846,26.0815,8.28704,45.0184,13.5742,26.0815,8.28704,45.0184,13.5742,0.00780162,0.0140142,0.182297,-0.0139439,-0.0139439,"em","5","opaka-sim"
3,1,1,3470.01,3234.42,254.307,76.6893,24.3637,132.476,39.9572,76.6893,24.3637,132.476,39.9572,0.0235365,0.0423195,0.418808,0.0746409,0.0746409,"em","5","opaka-sim"
4,1,1,3314.54,3086.15,245.207,36.6055,11.6057,63.5626,19.1846,36.6055,11.6057,63.5626,19.1846,0.0116217,0.0209777,0.253151,0.0426821,0.0426821,"em","5","opaka-sim"
5,1,1,3277.44,3030.71,236.447,41.0918,13.1514,69.9237,21.2269,41.0918,13.1514,69.9237,21.2269,0.0132313,0.0234492,0.277462,0.00808359,0.00808359,"em","5","opaka-sim"
6,1,1,3237.83,2982.4,224.855,63.1618,20.4946,109.749,33.6565,63.1618,20.4946,109.749,33.6565,0.0207542,0.0376672,0.387292,-0.0405792,-0.0405792,"em","5","opaka-sim"
7,1,1,3142.59,2895.33,217.345,51.0097,16.6953,86.2836,26.691,51.0097,16.6953,86.2836,26.691,0.0171537,0.0303391,0.335849,-0.071532,-0.071532,"em","5","opaka-sim"
8,1,1,3085.72,2847.94,241.091,61.7166,20.2666,106.584,33.1138,61.7166,20.2666,106.584,33.1138,0.0212264,0.0383275,0.392289,0.0338722,0.0338722,"em","5","opaka-sim"
9,1,1,3000.96,2770.11,234.18,51.7524,16.9958,88.394,27.5092,51.7524,16.9958,88.394,27.5092,0.0182399,0.0325538,0.352108,0.00772735,0.00772735,"em","5","opaka-sim"
10,1,1,2949.38,2715.63,215.122,56.0878,18.4697,95.2199,29.717,56.0878,18.4697,95.2199,29.717,0.0202002,0.0358302,0.376699,-0.075003,-0.075003,"em","5","opaka-sim"
11,1,1,2890.42,2649.55,195.119,63.4282,21.1036,109.044,34.2582,63.4282,21.1036,109.044,34.2582,0.0233723,0.0420819,0.417168,-0.169877,-0.169877,"em","5","opaka-sim"
12,1,1,2809.98,2580,195.185,53.8692,18.0147,92.1776,29.0986,53.8692,18.0147,92.1776,29.0986,0.020284,0.0363826,0.379521,-0.166531,-0.166531,"em","5","opaka-sim"
13,1,1,2751.94,2538.63,196.569,59.1101,19.6936,98.7849,31.1463,59.1101,19.6936,98.7849,31.1463,0.0227635,0.0398275,0.405471,-0.157602,-0.157602,"em","5","opaka-sim"
14,1,1,2677.47,2475.68,183.832,63.7344,21.0948,107.9,33.8799,63.7344,21.0948,107.9,33.8799,0.0253512,0.04485,0.436097,-0.221647,-0.221647,"em","5","opaka-sim"
15,1,1,2585.4,2386.08,180.686,63.6867,21.0585,109.347,34.269,63.6867,21.0585,109.347,34.269,0.0262957,0.0471796,0.448432,-0.234463,-0.234463,"em","5","opaka-sim"
16,1,1,2488.96,2293.72,181.259,65.6396,21.7475,113.269,35.5186,65.6396,21.7475,113.269,35.5186,0.0282142,0.0509214,0.468841,-0.226375,-0.226375,"em","5","opaka-sim"
17,1,1,2385.3,2197.64,186.428,69.9739,23.2073,117.452,36.884,69.9739,23.2073,117.452,36.884,0.0315195,0.0553369,0.494988,-0.192721,-0.192721,"em","5","opaka-sim"
18,1,1,2274.7,2088.97,156.32,66.8569,22.2742,113.402,35.7496,66.8569,22.2742,113.402,35.7496,0.0316305,0.0561574,0.49791,-0.362033,-0.362033,"em","5","opaka-sim"
19,1,1,2172.5,1988.21,164.451,68.4115,23.007,115.802,36.7641,68.4115,23.007,115.802,36.7641,0.0339701,0.06029,0.517944,-0.304375,-0.304375,"em","5","opaka-sim"
20,1,1,2066.56,1889.11,179.341,69.2327,23.4738,115.816,37.0135,69.2327,23.4738,115.816,37.0135,0.0361323,0.0634974,0.533666,-0.210199,-0.210199,"em","5","opaka-sim"
21,1,1,1962.3,1795.63,210.551,69.5908,23.6018,117.594,37.7309,69.5908,23.6018,117.594,37.7309,0.0384832,0.0682204,0.553008,-0.0419825,-0.0419825,"em","5","opaka-sim"
22,1,1,1865.32,1688.28,372.346,69.0649,23.7145,116.285,37.7039,69.0649,23.7145,116.285,37.7039,0.040444,0.0715738,0.566752,0.538021,0.538021,"em","5","opaka-sim"
23,1,1,1803.07,1590.35,286.18,67.8227,23.9496,112.252,37.3881,67.8227,23.9496,112.252,37.3881,0.0416464,0.0727902,0.572866,0.284919,0.284919,"em","5","opaka-sim"
24,1,1,1791.68,1516.71,200.034,72.7628,27.5369,121.457,42.8574,72.7628,27.5369,121.457,42.8574,0.0456518,0.081406,0.602074,-0.0648382,-0.0648382,"em","5","opaka-sim"
25,1,1,1796.03,1476,164.481,78.159,32.1553,126.665,47.6308,78.159,32.1553,126.665,47.6308,0.0476252,0.0845024,0.612993,-0.255569,-0.255569,"em","5","opaka-sim"
26,1,1,1791.21,1537.55,146.772,81.6035,33.5652,133.84,51.0248,81.6035,33.5652,133.84,51.0248,0.0490802,0.0877382,0.622585,-0.376887,-0.376887,"em","5","opaka-sim"
27,1,1,1755.39,1564.45,154.707,82.1951,32.4548,112.755,41.8847,82.1951,32.4548,112.755,41.8847,0.0500662,0.0737281,0.596223,-0.327304,-0.327304,"em","5","opaka-sim"
28,1,1,1713.38,1550.85,156.807,82.7217,31.2543,113.907,40.7716,82.7217,31.2543,113.907,40.7716,0.0519551,0.0759482,0.605409,-0.312282,-0.312282,"em","5","opaka-sim"
29,1,1,1647.86,1493.85,152.819,86.0435,31.5303,113.51,39.4595,86.0435,31.5303,113.51,39.4595,0.0568186,0.0791332,0.622734,-0.331318,-0.331318,"em","5","opaka-sim"
30,1,1,1565.05,1408.13,129.51,84.1759,30.579,112.402,38.5627,84.1759,30.579,112.402,38.5627,0.0589401,0.0831495,0.634789,-0.48577,-0.48577,"em","5","opaka-sim"
31,1,1,1475.1,1320.65,134.564,79.6733,29.0404,110.403,37.8327,79.6733,29.0404,110.403,37.8327,0.0593127,0.0870643,0.642598,-0.434892,-0.434892,"em","5","opaka-sim"
32,1,1,1384.16,1239.01,151.604,74.4355,27.197,100.421,34.457,74.4355,27.197,100.421,34.457,0.0588812,0.0842891,0.636749,-0.302466,-0.302466,"em","5","opaka-sim"
33,1,1,1305.68,1168.93,164.235,74.4453,27.1342,100.601,34.5551,74.4453,27.1342,100.601,34.5551,0.0630061,0.0902007,0.655145,-0.209809,-0.209809,"em","5","opaka-sim"
34,1,1,1230.85,1086.1,154.49,77.0016,28.482,106.228,36.927,77.0016,28.482,106.228,36.927,0.0701373,0.102788,0.687013,-0.254201,-0.254201,"em","5","opaka-sim"
35,1,1,1155.44,999.053,154.462,64.7302,24.7447,89.3823,31.889,64.7302,24.7447,89.3823,31.889,0.0623317,0.0921299,0.657086,-0.234128,-0.234128,"em","5","opaka-sim"
36,1,1,1116.75,955.909,161.378,60.9709,24.011,83.0275,30.4115,60.9709,24.011,83.0275,30.4115,0.0602991,0.0885037,0.647065,-0.179101,-0.179101,"em","5","opaka-sim"
37,1,1,1094.98,937.327,171.793,61.1461,24.4252,81.2891,30.2891,61.1461,24.4252,81.2891,30.2891,0.0616334,0.0884282,0.649526,-0.111448,-0.111448,"em","5","opaka-sim"
38,1,1,1081.69,921.201,187.099,52.6285,21.2512,71.997,27.152,52.6285,21.2512,71.997,27.152,0.053332,0.0788083,0.614398,-0.0215199,-0.0215199,"em","5","opaka-sim"
39,1,1,1095,925.49,184.784,58.8336,24.0406,76.4643,29.1743,58.8336,24.0406,76.4643,29.1743,0.0592562,0.0833473,0.635801,-0.0352027,-0.0352027,"em","5","opaka-sim"
40,1,1,1107.22,927.31,226.357,56.6937,23.5303,74.6304,28.8731,56.6937,23.5303,74.6304,28.8731,0.0563347,0.0805142,0.62435,0.167203,0.167203,"em","5","opaka-sim"
41,1,1,1135.79,943.725,356.892,59.2219,24.9057,78.656,30.8293,59.2219,24.9057,78.656,30.8293,0.057456,0.0831235,0.63166,0.617914,0.617914,"em","5","opaka-sim"
42,1,1,1186.85,967.062,327.243,57.6231,24.5461,76.6003,30.5773,57.6231,24.5461,76.6003,30.5773,0.0541964,0.0785112,0.61574,0.527985,0.527985,"em","5","opaka-sim"
43,1,1,1282.92,1001.09,217.37,70.4703,31.5207,92.1429,38.3509,70.4703,31.5207,92.1429,38.3509,0.0625291,0.0900127,0.653929,0.115327,0.115327,"em","5","opaka-sim"
44,1,1,1377.66,1049.98,189.651,76.5363,36.1778,100.649,43.6444,76.5363,36.1778,100.649,43.6444,0.0613389,0.0907588,0.652925,-0.0275859,-0.0275859,"em","5","opaka-sim"
45,1,1,1456.39,1175.54,184.908,81.5081,37.8665,102.985,44.2681,81.5081,37.8665,102.985,44.2681,0.0600355,0.0848546,0.640112,-0.073789,-0.073789,"em","5","opaka-sim"
46,1,1,1506.25,1291.88,195.145,97.8604,42.7511,127.728,52.4497,97.8604,42.7511,127.728,52.4497,0.0705628,0.100669,0.684668,-0.0347944,-0.0347944,"em","5","opaka-sim"
47,1,1,1488.53,1296.26,250.999,83.3159,34.6209,113.208,44.4095,83.3159,34.6209,113.208,44.4095,0.0607239,0.0889788,0.648712,0.221415,0.221415,"em","5","opaka-sim"
48,1,1,1484.93,1287.01,201.012,85.6056,34.5798,117.562,44.8177,85.6056,34.5798,117.562,44.8177,0.0634787,0.0935526,0.661533,0.0059978,0.0059978,"em","5","opaka-sim"
49,1,1,1469.91,1253.78,315.217,86.8801,35.2266,115.361,43.8473,86.8801,35.2266,115.361,43.8473,0.0656323,0.0937711,0.665783,0.466528,0.466528,"em","5","opaka-sim"
50,1,1,1464.7,1224.74,272.633,89.1322,36.8136,117.777,45.3217,89.1322,36.8136,117.777,45.3217,0.0676619,0.0970815,0.674488,0.331558,0.331558,"em","5","opaka-sim"
51,1,1,1472.76,1220.5,167.018,81.7619,34.3209,111.886,43.9305,81.7619,34.3209,111.886,43.9305,0.0622644,0.0924526,0.657494,-0.152524,-0.152524,"em","5","opaka-sim"
52,1,1,1500,1218.76,187.191,66.3441,28.9488,90.1432,36.2393,66.3441,28.9488,90.1432,36.2393,0.0478005,0.0715489,0.585835,-0.0329901,-0.0329901,"em","5","opaka-sim"
53,1,1,1554.36,1319.59,179.748,67.2115,28.6945,93.1148,36.962,67.2115,28.6945,93.1148,36.962,0.0458828,0.0696129,0.576491,-0.0849152,-0.0849152,"em","5","opaka-sim"
54,1,1,1586.78,1401.66,164.36,68.0707,27.5138,92.6921,35.4054,68.0707,27.5138,92.6921,35.4054,0.0458307,0.0670346,0.570258,-0.181086,-0.181086,"em","5","opaka-sim"
55,1,1,1598.37,1413.96,184.154,67.7909,26.5645,86.8881,32.109,67.7909,26.5645,86.8881,32.109,0.0453369,0.0620718,0.556723,-0.0638505,-0.0638505,"em","5","opaka-sim"
56,1,1,1599.62,1420.84,480.716,68.0925,26.0267,63.8418,23.0103,68.0925,26.0267,63.8418,23.0103,0.0453004,0.0452253,0.510512,0.899927,0.899927,"em","5","opaka-sim"
57,1,1,1645.13,1435.9,256.221,67.622,25.3804,64.1344,22.8957,67.622,25.3804,64.1344,22.8957,0.0448486,0.0451131,0.50869,0.273895,0.273895,"em","5","opaka-sim"
58,1,1,1730.55,1435.77,153.154,68.5937,27.2203,64.7695,24.0745,68.5937,27.2203,64.7695,24.0745,0.0441338,0.0445926,0.504749,-0.235489,-0.235489,"em","5","opaka-sim"
59,1,1,1829.36,1469.32,160.059,68.5668,29.5612,65.8088,25.7409,68.5668,29.5612,65.8088,25.7409,0.0394949,0.0420183,0.480539,-0.190502,-0.190502,"em","5","opaka-sim"
60,1,1,1910.5,1679.1,157.08,69.6186,28.5825,65.6734,25.1831,69.6186,28.5825,65.6734,25.1831,0.0377966,0.0387387,0.463229,-0.227464,-0.227464,"em","5","opaka-sim"
61,1,1,1958.13,1791.23,165.531,67.4533,25.7317,64.9276,23.5796,67.4533,25.7317,64.9276,23.5796,0.0359667,0.0367443,0.449098,-0.180287,-0.180287,"em","5","opaka-sim"
62,1,1,1976.4,1813.19,128.218,64.3871,23.3693,62.3628,21.5747,64.3871,23.3693,62.3628,21.5747,0.0342135,0.03486,0.435088,-0.432414,-0.432414,"em","5","opaka-sim"
63,1,1,1971.51,1810.61,247.947,60.528,21.2997,59.5592,19.9239,60.528,21.2997,59.5592,19.9239,0.0323321,0.0333678,0.421478,0.232487,0.232487,"em","5","opaka-sim"
64,1,1,1960.68,1795.42,91.5023,57.3177,19.732,55.5451,18.1795,57.3177,19.732,55.5451,18.1795,0.0309248,0.0314052,0.407531,-0.75785,-0.75785,"em","5","opaka-sim"
65,1,1,1947.71,1777.05,320.971,61.0442,20.935,58.6537,19.0832,61.0442,20.935,58.6537,19.0832,0.0334951,0.033672,0.427588,0.503951,0.503951,"em","5","opaka-sim"
66,1,1,1934.18,1733.35,628.807,46.0302,16.0715,45.3735,14.8554,46.0302,16.0715,45.3735,14.8554,0.0250642,0.026122,0.356792,1.18092,1.18092,"em","5","opaka-sim"
67,1,1,2011.54,1771.97,283.467,47.6371,16.5354,46.9029,15.65,47.6371,16.5354,46.9029,15.65,0.0260875,0.0268788,0.365393,0.380669,0.380669,"em","5","opaka-sim"
68,1,1,2160.84,1746.49,184.542,45.5227,17.9337,43.6684,15.8618,45.5227,17.9337,43.6684,15.8618,0.0231712,0.0239301,0.336526,-0.046241,-0.046241,"em","5","opaka-sim"
69,1,1,2346.18,1885.89,83.5147,59.6456,25.6141,54.253,21.0384,59.6456,25.6141,54.253,21.0384,0.0263564,0.0266745,0.365796,-0.851013,-0.851013,"em","5","opaka-sim"
70,1,1,2478.82,2219.15,506.433,61.5507,24.8558,57.6714,21.7935,61.5507,24.8558,57.6714,21.7935,0.025338,0.025704,0.356235,0.928542,0.928542,"em","5","opaka-sim"
71,1,1,2586.13,2388.82,156.434,78.5297,28.9806,75.7609,26.8642,78.5297,28.9806,75.7609,26.8642,0.0317257,0.0322958,0.414635,-0.255533,-0.255533,"em","5","opaka-sim"
72,1,1,2646.88,2403.12,124.36,67.3475,24.0132,65.2278,22.3667,67.3475,24.0132,65.2278,22.3667,0.0272845,0.0275421,0.374237,-0.485714,-0.485714,"em","5","opaka-sim"
73,1,1,2698.9,2367.15,264.579,91.8972,34.3573,86.3197,29.7334,91.8972,34.3573,86.3197,29.7334,0.0355027,0.0357265,0.443549,0.271093,0.271093,"em","5","opaka-sim"
74,1,1,2673.79,2489.79,87.8577,88.9179,31.1872,86.0561,28.7654,88.9179,31.1872,86.0561,28.7654,0.0349122,0.0355291,0.440437,-0.837428,-0.837428,"em","5","opaka-sim"
75,1,1,2617.86,2444.02,144.585,93.3286,31.4927,91.6206,29.6238,93.3286,31.4927,91.6206,29.6238,0.0379834,0.0388047,0.464165,-0.460265,-0.460265,"em","5","opaka-sim"
1,1,1,2821.37,2621.05,110.58,63.4121,20.2894,109.607,33.29,63.4121,20.2894,109.607,33.29,0.0239859,0.0431745,0.424052,-0.546407,-0.546407,"om","5","opaka-sim"
2,1,1,2692.93,2502.77,243.226,26.0803,8.38509,45.036,13.7111,26.0803,8.38509,45.036,13.7111,0.0101208,0.0182174,0.226404,0.246238,0.246238,"om","5","opaka-sim"
3,1,1,2664.78,2487.78,94.354,76.6876,24.4615,132.517,40.1688,76.6876,24.4615,132.517,40.1688,0.0308634,0.0555541,0.493406,-0.700112,-0.700112,"om","5","opaka-sim"
4,1,1,2496.08,2334.11,281.437,36.6145,11.5826,63.5766,19.2188,36.6145,11.5826,63.5766,19.2188,0.0155489,0.027988,0.315334,0.399161,0.399161,"om","5","opaka-sim"
5,1,1,2444.2,2249.46,152.049,40.7503,13.1361,70.1676,21.3405,40.7503,13.1361,70.1676,21.3405,0.0176009,0.0316816,0.344686,-0.212655,-0.212655,"om","5","opaka-sim"
6,1,1,2393.08,2216.49,257.03,63.2794,20.3149,109.668,33.6219,63.2794,20.3149,109.668,33.6219,0.0286975,0.0516555,0.473095,0.313928,0.313928,"om","5","opaka-sim"
7,1,1,2296.88,2067.68,147.038,50.7731,17.0857,86.7471,27.2748,50.7731,17.0857,86.7471,27.2748,0.0235699,0.0424258,0.419368,-0.236797,-0.236797,"om","5","opaka-sim"
8,1,1,2248.44,2049.06,121.027,61.7598,20.9377,105.912,33.9028,61.7598,20.9377,105.912,33.9028,0.0296398,0.0533516,0.482091,-0.430427,-0.430427,"om","5","opaka-sim"
9,1,1,2167.51,1963.21,116.269,52.1451,18.1145,88.7579,28.7906,52.1451,18.1145,88.7579,28.7906,0.0254346,0.0457823,0.439896,-0.465464,-0.465464,"om","5","opaka-sim"
10,1,1,2099.75,1953.91,381.372,55.7926,18.8698,95.7714,30.7085,55.7926,18.8698,95.7714,30.7085,0.0281525,0.0506745,0.467775,0.72298,0.72298,"om","5","opaka-sim"
11,1,1,2032.9,1880.89,111.655,63.6722,20.9041,110.117,34.7345,63.6722,20.9041,110.117,34.7345,0.0340371,0.0612668,0.520959,-0.500687,-0.500687,"om","5","opaka-sim"
12,1,1,1963.53,1755.25,128.426,53.6658,18.2976,92.4605,29.867,53.6658,18.2976,92.4605,29.867,0.0300502,0.0540904,0.485932,-0.351812,-0.351812,"om","5","opaka-sim"
13,1,1,1925.67,1671.98,113.396,58.9711,21.8179,98.6158,33.314,58.9711,21.8179,98.6158,33.314,0.0324314,0.0583765,0.507331,-0.469665,-0.469665,"om","5","opaka-sim"
14,1,1,1864.62,1727.02,298.892,63.7973,22.5451,108.788,36.4173,63.7973,22.5451,108.788,36.4173,0.0365258,0.0657464,0.540907,0.495095,0.495095,"om","5","opaka-sim"
15,1,1,1790.41,1646.96,184.775,63.5962,21.7694,109.384,35.8235,63.5962,21.7694,109.384,35.8235,0.0385725,0.0694305,0.556324,0.0206967,0.0206967,"om","5","opaka-sim"
16,1,1,1731.32,1544.45,141.767,65.7244,22.9556,112.913,37.4459,65.7244,22.9556,112.913,37.4459,0.0422301,0.0760142,0.581871,-0.23496,-0.23496,"om","5","opaka-sim"
17,1,1,1676.41,1439.98,183.529,69.8861,26.3748,116.989,40.5696,69.8861,26.3748,116.989,40.5696,0.045385,0.081693,0.60205,0.0339484,0.0339484,"om","5","opaka-sim"
18,1,1,1615.79,1435.63,190.42,67.367,25.308,113.363,39.8307,67.367,25.308,113.363,39.8307,0.0451556,0.08128,0.600636,0.0712878,0.0712878,"om","5","opaka-sim"
19,1,1,1563.07,1396.73,89.2116,68.5525,25.4076,116.303,40.7257,68.5525,25.4076,116.303,40.7257,0.0481158,0.0866084,0.618276,-0.682538,-0.682538,"om","5","opaka-sim"
20,1,1,1499.87,1324.04,236.779,69.1893,26.0721,116.803,41.1413,69.1893,26.0721,116.803,41.1413,0.0504626,0.0908327,0.631384,0.302424,0.302424,"om","5","opaka-sim"
21,1,1,1433.89,1270.69,232.205,69.6285,26.1425,117.329,41.2954,69.6285,26.1425,117.329,41.2954,0.0530684,0.0955231,0.645107,0.289995,0.289995,"om","5","opaka-sim"
22,1,1,1379.31,1217.33,306.481,68.4061,25.4215,116.503,41.1884,68.4061,25.4215,116.503,41.1884,0.0559484,0.100707,0.659339,0.575174,0.575174,"om","5","opaka-sim"
23,1,1,1355.86,1119.84,277.832,67.8261,27.1058,112.949,41.8619,67.8261,27.1058,112.949,41.8619,0.0564352,0.101583,0.661653,0.492697,0.492697,"om","5","opaka-sim"
24,1,1,1372.02,1107.29,94.8628,72.751,30.8628,119.707,47.0143,72.751,30.8628,119.707,47.0143,0.0601497,0.108269,0.678509,-0.579688,-0.579688,"om","5","opaka-sim"
25,1,1,1386.4,1114.03,142.565,78.4696,35.014,127.221,52.0425,78.4696,35.014,127.221,52.0425,0.0625073,0.112513,0.688517,-0.173508,-0.173508,"om","5","opaka-sim"
26,1,1,1369.16,1163.61,317.396,81.8152,35.6033,133.465,53.7909,81.8152,35.6033,133.465,53.7909,0.0643418,0.115815,0.695961,0.618506,0.618506,"om","5","opaka-sim"
27,1,1,1332.59,1185.58,159.89,82.1443,32.8936,113.061,43.3827,82.1443,32.8936,113.061,43.3827,0.0683025,0.100405,0.680546,-0.0706511,-0.0706511,"om","5","opaka-sim"
28,1,1,1316.35,1114.29,57.1398,83.4088,33.8792,114.58,43.8716,83.4088,33.8792,114.58,43.8716,0.0720751,0.10595,0.694504,-1.08785,-1.08785,"om","5","opaka-sim"
29,1,1,1282.97,1055.26,244.521,85.5867,36.8017,114.08,44.772,85.5867,36.8017,114.08,44.772,0.0726992,0.106868,0.69672,0.376791,0.376791,"om","5","opaka-sim"
30,1,1,1233.46,1088.53,176.406,83.4761,33.8511,113.456,43.3193,83.4761,33.8511,113.456,43.3193,0.0740269,0.10882,0.701347,0.0440384,0.0440384,"om","5","opaka-sim"
31,1,1,1182.66,1042.37,72.9111,79.6579,31.0302,110.631,41.2636,79.6579,31.0302,110.631,41.2636,0.0769381,0.113099,0.711104,-0.830757,-0.830757,"om","5","opaka-sim"
32,1,1,1130.25,937.172,88.2882,75.0221,31.2408,101.115,38.6653,75.0221,31.2408,101.115,38.6653,0.0735074,0.108056,0.69955,-0.616584,-0.616584,"om","5","opaka-sim"
33,1,1,1073.3,936.135,128.109,74.3677,30.4049,100.542,38.1726,74.3677,30.4049,100.542,38.1726,0.0753973,0.110834,0.706005,-0.244063,-0.244063,"om","5","opaka-sim"
34,1,1,999.517,908.485,172.214,76.6005,29.3045,106.025,38.6642,76.6005,29.3045,106.025,38.6642,0.0858581,0.126211,0.738024,0.0585764,0.0585764,"om","5","opaka-sim"
35,1,1,914.403,804.249,72.3797,64.5521,24.4459,89.5673,32.2249,64.5521,24.4459,89.5673,32.2249,0.0804478,0.118258,0.722203,-0.779004,-0.779004,"om","5","opaka-sim"
36,1,1,858.156,723.045,223.104,60.7489,24.3306,82.8988,30.8153,60.7489,24.3306,82.8988,30.8153,0.0805192,0.118363,0.722422,0.374516,0.374516,"om","5","opaka-sim"
37,1,1,822.177,680.348,179.083,60.8203,25.2637,81.6796,31.3815,60.8203,25.2637,81.6796,31.3815,0.0833514,0.122527,0.730879,0.171626,0.171626,"om","5","opaka-sim"
38,1,1,805.634,664.628,128.469,52.5476,22.0718,71.5197,28.3504,52.5476,22.0718,71.5197,28.3504,0.0757337,0.111329,0.707131,-0.15384,-0.15384,"om","5","opaka-sim"
39,1,1,820.937,630.737,183.007,58.2197,26.7316,76.4851,32.0777,58.2197,26.7316,76.4851,32.0777,0.080002,0.117603,0.720832,0.215383,0.215383,"om","5","opaka-sim"
40,1,1,833.536,667.848,242.612,56.7172,25.9925,74.7412,31.7523,56.7172,25.9925,74.7412,31.7523,0.0754298,0.110882,0.706114,0.480541,0.480541,"om","5","opaka-sim"
41,1,1,862.183,699.107,176.35,59.0889,26.512,79.0913,33.4119,59.0889,26.512,79.0913,33.4119,0.0779998,0.11466,0.714536,0.148605,0.148605,"om","5","opaka-sim"
42,1,1,897.803,697.702,475.551,57.6273,26.7355,76.3358,32.8991,57.6273,26.7355,76.3358,32.8991,0.0727485,0.10694,0.696893,1.14117,1.14117,"om","5","opaka-sim"
43,1,1,976.292,733.368,238.002,70.2768,33.2945,92.0319,40.6721,70.2768,33.2945,92.0319,40.6721,0.083101,0.122159,0.730149,0.435327,0.435327,"om","5","opaka-sim"
44,1,1,1069.37,780.704,164.004,76.6294,37.9987,100.564,46.6032,76.6294,37.9987,100.564,46.6032,0.0854475,0.125608,0.736875,0.046504,0.046504,"om","5","opaka-sim"
45,1,1,1159.71,814.75,130.05,81.5367,42.8493,102.481,48.9713,81.5367,42.8493,102.481,48.9713,0.0766493,0.112675,0.71016,-0.196254,-0.196254,"om","5","opaka-sim"
46,1,1,1219.72,1002.7,268.787,97.4885,47.1442,127.357,57.5711,97.4885,47.1442,127.357,57.5711,0.0868887,0.127726,0.740874,0.482019,0.482019,"om","5","opaka-sim"
47,1,1,1211.52,1042.54,307.346,84.0665,37.1273,113.37,47.5695,84.0665,37.1273,113.37,47.5695,0.076104,0.111873,0.708361,0.607944,0.607944,"om","5","opaka-sim"
48,1,1,1227.18,1028.36,84.0703,85.629,36.5259,116.924,47.4623,85.629,36.5259,116.924,47.4623,0.0799277,0.117494,0.720603,-0.685549,-0.685549,"om","5","opaka-sim"
49,1,1,1232.62,977.821,163.152,86.6246,39.0673,115.309,47.8919,86.6246,39.0673,115.309,47.8919,0.079018,0.116157,0.717766,-0.0118416,-0.0118416,"om","5","opaka-sim"
50,1,1,1219.65,1004.31,111.655,88.602,39.7812,116.904,48.2951,88.602,39.7812,116.904,48.2951,0.0786093,0.115556,0.716477,-0.39683,-0.39683,"om","5","opaka-sim"
51,1,1,1175.32,1047.38,139.586,81.9138,33.8351,112.045,44.0159,81.9138,33.8351,112.045,44.0159,0.0769402,0.113102,0.711111,-0.182299,-0.182299,"om","5","opaka-sim"
52,1,1,1117.79,978.202,397.536,66.2424,26.6651,90.6613,34.3267,66.2424,26.6651,90.6613,34.3267,0.0645561,0.0948975,0.66564,0.87868,0.87868,"om","5","opaka-sim"
53,1,1,1110.14,954.311,159.406,67.3214,26.3325,92.8732,34.6749,67.3214,26.3325,92.8732,34.6749,0.0688904,0.101269,0.682788,-0.0297596,-0.0297596,"om","5","opaka-sim"
54,1,1,1127.17,898.713,159.002,67.8548,28.7645,92.2373,36.4704,67.8548,28.7645,92.2373,36.4704,0.0702388,0.103251,0.687835,-0.0187559,-0.0187559,"om","5","opaka-sim"
55,1,1,1156.76,878.251,217.961,67.5068,31.5366,87.438,36.8544,67.5068,31.5366,87.438,36.8544,0.0630958,0.0927508,0.659525,0.302002,0.302002,"om","5","opaka-sim"
56,1,1,1191.64,1009.69,191.445,68.3108,30.024,64.0317,26.4266,68.3108,30.024,64.0317,26.4266,0.0615415,0.0633878,0.601541,0.141233,0.141233,"om","5","opaka-sim"
57,1,1,1245.76,1060.54,273.851,67.2978,28.5336,64.0248,25.5982,67.2978,28.5336,64.0248,25.5982,0.0585858,0.0603433,0.587692,0.489059,0.489059,"om","5","opaka-sim"
58,1,1,1306.28,1091.64,120.906,68.4766,28.8813,64.9151,25.6234,68.4766,28.8813,64.9151,25.6234,0.0568489,0.0585544,0.579191,-0.334307,-0.334307,"om","5","opaka-sim"
59,1,1,1363.34,1146.67,214.594,68.9797,29.0687,65.4863,25.7641,68.9797,29.0687,65.4863,25.7641,0.0547803,0.0564237,0.568693,0.22988,0.22988,"om","5","opaka-sim"
