"year","Area","Seas","Bio_smry","SpawnBio","Recruit_0","retainB_1","retainN_1","retainB_2","retainN_2","deadB_1","deadN_1","deadB_2","deadN_2","F_1","F_2","SPRratio","rec_dev","raw_rec_dev","model_run","iteration","scenario"
66,1,1,1467.72,1266.09,250.22,49.5587,19.716,47.2378,17.4452,49.5587,19.716,47.2378,17.4452,0.0355753,0.0366425,0.447177,0.365352,0.365352,"om","1","opaka-sim"
67,1,1,1521.39,1345.36,117.857,47.0121,18.1332,45.2501,16.4367,47.0121,18.1332,45.2501,16.4367,0.0325344,0.0335104,0.422898,-0.397914,-0.397914,"om","1","opaka-sim"
68,1,1,1576.03,1400.09,228.557,53.5347,20.2508,51.987,18.5963,53.5347,20.2508,51.987,18.5963,0.0362785,0.0373669,0.452558,0.257848,0.257848,"om","1","opaka-sim"
69,1,1,1614.65,1413.66,324.838,56.0138,21.37,53.8604,19.1688,56.0138,21.37,53.8604,19.1688,0.0365752,0.0376725,0.454803,0.607838,0.607838,"om","1","opaka-sim"
70,1,1,1663.95,1474.98,368.002,53.3113,19.775,51.9098,18.3241,53.3113,19.775,51.9098,18.3241,0.0345334,0.0355694,0.439047,0.725916,0.725916,"om","1","opaka-sim"
71,1,1,1754.6,1480.32,195.148,57.1563,22.1165,55.0425,19.9483,57.1563,22.1165,55.0425,19.9483,0.0355287,0.0365946,0.446818,0.0910283,0.0910283,"om","1","opaka-sim"
72,1,1,1866.09,1539.45,112.752,52.7471,21.6576,49.9352,18.8923,52.7471,21.6576,49.9352,18.8923,0.0301832,0.0310887,0.402923,-0.463478,-0.463478,"om","1","opaka-sim"
73,1,1,1979.71,1691.17,72.2551,74.6906,30.8769,70.4104,26.8295,74.6906,30.8769,70.4104,26.8295,0.0393212,0.0405009,0.474897,-0.921926,-0.921926,"om","1","opaka-sim"
74,1,1,2009.59,1839.29,71.9837,76.0562,29.3499,73.3057,26.6943,76.0562,29.3499,73.3057,26.6943,0.0391731,0.0403483,0.473844,-0.936825,-0.936825,"om","1","opaka-sim"
75,1,1,1979.03,1875.83,123.582,75.805,26.8232,74.5759,25.3252,75.805,26.8232,74.5759,25.3252,0.0399068,0.041104,0.479028,-0.398855,-0.398855,"om","1","opaka-sim"
1,1,1,3156.62,2936.48,219.89,64.7729,20.6132,110.919,33.5224,64.7729,20.6132,110.919,33.5224,0.0218388,0.0389186,0.39757,0.0452055,0.0452055,"em","2","opaka-sim"
2,1,1,3034.9,2815.3,255.83,26.2031,8.37527,44.955,13.6354,26.2031,8.37527,44.955,13.6354,0.0090431,0.0161576,0.205706,0.20053,0.20053,"em","2","opaka-sim"
3,1,1,3026.85,2800.19,275.066,39.0147,12.5263,66.5146,20.2661,39.0147,12.5263,66.5146,20.2661,0.0135997,0.02416,0.283648,0.273543,0.273543,"em","2","opaka-sim"
4,1,1,2999.96,2755.87,279.595,48.0115,15.5975,81.9361,25.2205,48.0115,15.5975,81.9361,25.2205,0.0170071,0.0302918,0.334837,0.29141,0.29141,"em","2","opaka-sim"
5,1,1,2969.15,2699.49,259.89,61.5868,20.4812,105.346,33.0209,61.5868,20.4812,105.346,33.0209,0.0221857,0.0397794,0.402692,0.220353,0.220353,"em","2","opaka-sim"
6,1,1,2920.46,2639.66,251.914,43.1205,14.6806,70.2261,22.4602,43.1205,14.6806,70.2261,22.4602,0.0156048,0.0267471,0.309228,0.191421,0.191421,"em","2","opaka-sim"
7,1,1,2937.53,2659.84,273.407,69.218,23.8838,117.135,37.9766,69.218,23.8838,117.135,37.9766,0.025115,0.0448069,0.434968,0.272528,0.272528,"em","2","opaka-sim"
8,1,1,2889.99,2623.48,261.41,72.5373,25.1194,126.392,41.2557,72.5373,25.1194,126.392,41.2557,0.0268145,0.0492169,0.457683,0.229045,0.229045,"em","2","opaka-sim"
9,1,1,2836.72,2569.91,297.725,66.6679,23.1825,114.196,37.4563,66.6679,23.1825,114.196,37.4563,0.0250714,0.0452209,0.436336,0.361235,0.361235,"em","2","opaka-sim"
10,1,1,2810.46,2533.25,241.25,83.6832,29.3524,145.295,47.9845,83.6832,29.3524,145.295,47.9845,0.0320557,0.0587163,0.507106,0.152395,0.152395,"em","2","opaka-sim"
11,1,1,2742.64,2464.64,238.214,67.5165,23.9186,116.892,38.9531,67.5165,23.9186,116.892,38.9531,0.0263143,0.048115,0.451853,0.142642,0.142642,"em","2","opaka-sim"
12,1,1,2719.24,2442.35,333.368,69.318,24.785,116.922,39.2027,69.318,24.785,116.922,39.2027,0.0270963,0.0484099,0.455938,0.479698,0.479698,"em","2","opaka-sim"
13,1,1,2699.54,2439.96,295.103,81.9715,29.0441,137.834,46.1455,81.9715,29.0441,137.834,46.1455,0.032637,0.0579152,0.50663,0.357882,0.357882,"em","2","opaka-sim"
14,1,1,2658.88,2376.92,278.236,82.8335,29.5865,137.476,46.337,82.8335,29.5865,137.476,46.337,0.0337612,0.0591332,0.513913,0.301893,0.301893,"em","2","opaka-sim"
15,1,1,2629.29,2314.12,256.6,80.1192,29.4628,135.822,46.6176,80.1192,29.4628,135.822,46.6176,0.0327857,0.0591712,0.510855,0.223943,0.223943,"em","2","opaka-sim"
16,1,1,2608.41,2314.47,245.403,78.7347,29.1492,131.223,45.4843,78.7347,29.1492,131.223,45.4843,0.0323125,0.057353,0.503859,0.179309,0.179309,"em","2","opaka-sim"
17,1,1,2589.72,2315.11,260.401,86.8319,32.0152,144.491,50.0389,86.8319,32.0152,144.491,50.0389,0.0359724,0.0636166,0.533508,0.238602,0.238602,"em","2","opaka-sim"
18,1,1,2543.27,2283.4,287.819,94.6223,34.584,160.536,55.2771,94.6223,34.584,160.536,55.2771,0.0401936,0.0722816,0.567789,0.340284,0.340284,"em","2","opaka-sim"
19,1,1,2471.62,2211.38,280.513,97.1052,35.3755,163.257,56.0789,97.1052,35.3755,163.257,56.0789,0.0427523,0.0761046,0.583402,0.318305,0.318305,"em","2","opaka-sim"
20,1,1,2399.54,2124.25,257.374,102.658,37.8256,173.378,60.0157,102.658,37.8256,173.378,60.0157,0.0469422,0.08417,0.610775,0.237049,0.237049,"em","2","opaka-sim"
21,1,1,2317.16,2032.51,263.522,103.488,38.9076,176.4,61.9883,103.488,38.9076,176.4,61.9883,0.0490269,0.089188,0.625253,0.266164,0.266164,"em","2","opaka-sim"
22,1,1,2234.35,1959.11,231.859,106.855,40.6561,179.726,63.9324,106.855,40.6561,179.726,63.9324,0.052569,0.0945776,0.64246,0.142912,0.142912,"em","2","opaka-sim"
23,1,1,2143.9,1882.4,206.097,100.671,38.5172,169.18,60.6163,100.671,38.5172,169.18,60.6163,0.051524,0.0925933,0.636804,0.0304672,0.0304672,"em","2","opaka-sim"
24,1,1,2062.73,1812.99,169.856,101.173,38.8779,172.656,62.0548,101.173,38.8779,172.656,62.0548,0.0537813,0.0982581,0.651195,-0.157734,-0.157734,"em","2","opaka-sim"
25,1,1,1962.52,1741.2,153.902,99.3912,37.9314,170.448,60.9901,99.3912,37.9314,170.448,60.9901,0.0555026,0.101681,0.660106,-0.250596,-0.250596,"em","2","opaka-sim"
26,1,1,1845.68,1653.42,160.967,94.0186,35.3625,160.44,56.7302,94.0186,35.3625,160.44,56.7302,0.0557202,0.101244,0.659794,-0.198026,-0.198026,"em","2","opaka-sim"
27,1,1,1724.81,1557.05,232.393,88.7594,32.6938,122.269,42.5254,88.7594,32.6938,122.269,42.5254,0.0559796,0.0817122,0.62588,0.178567,0.178567,"em","2","opaka-sim"
28,1,1,1641.45,1473.63,433.448,85.2379,30.9754,118.02,40.6131,85.2379,30.9754,118.02,40.6131,0.0571203,0.083568,0.631785,0.810915,0.810915,"em","2","opaka-sim"
29,1,1,1597.02,1381.12,257.104,89.5135,33.1491,124.411,43.641,89.5135,33.1491,124.411,43.641,0.0637128,0.0938504,0.662441,0.299773,0.299773,"em","2","opaka-sim"
30,1,1,1587.2,1286.24,260.87,75.8553,30.8433,105.022,39.5645,75.8553,30.8433,105.022,39.5645,0.0542901,0.0812664,0.62137,0.327256,0.327256,"em","2","opaka-sim"
31,1,1,1641.64,1293.43,177.154,71.8728,31.7407,98.7275,39.6644,71.8728,31.7407,98.7275,39.6644,0.0473458,0.0725159,0.586868,-0.0607839,-0.0607839,"em","2","opaka-sim"
32,1,1,1709.86,1444.6,148.781,89.8437,38.7717,118.503,47.6173,89.8437,38.7717,118.503,47.6173,0.0568035,0.0821915,0.628543,-0.255025,-0.255025,"em","2","opaka-sim"
33,1,1,1717.61,1493.34,139.401,101.725,42.4038,128.492,50.1076,101.725,42.4038,128.492,50.1076,0.063747,0.0874135,0.651859,-0.325713,-0.325713,"em","2","opaka-sim"
34,1,1,1667.74,1496.75,140.943,105.453,41.617,142.822,53.2822,105.453,41.617,142.822,53.2822,0.0688156,0.099673,0.680324,-0.315091,-0.315091,"em","2","opaka-sim"
35,1,1,1565.57,1417.47,158.499,103.121,38.959,140.874,50.4843,103.121,38.959,140.874,50.4843,0.0725264,0.10502,0.693933,-0.188498,-0.188498,"em","2","opaka-sim"
36,1,1,1444.92,1301.25,154.228,94.4001,34.8671,130.19,45.5492,94.4001,34.8671,130.19,45.5492,0.0725923,0.10585,0.695171,-0.200492,-0.200492,"em","2","opaka-sim"
37,1,1,1333.59,1184.34,202.784,100.286,37.1814,139.979,48.8943,100.286,37.1814,139.979,48.8943,0.0854095,0.126399,0.737675,0.0913544,0.0913544,"em","2","opaka-sim"
38,1,1,1210.39,1049.26,254.097,72.0164,27.3972,99.7146,35.512,72.0164,27.3972,99.7146,35.512,0.0665211,0.0984127,0.674548,0.342361,0.342361,"em","2","opaka-sim"
39,1,1,1175.12,992.226,280.296,73.7796,29.0827,102.239,37.7058,73.7796,29.0827,102.239,37.7058,0.0714687,0.106457,0.694254,0.453063,0.453063,"em","2","opaka-sim"
40,1,1,1167.74,940.847,174.816,73.7453,31.0446,97.5049,38.0677,73.7453,31.0446,97.5049,38.0677,0.0722228,0.104221,0.692354,-0.00657198,-0.00657198,"em","2","opaka-sim"
41,1,1,1188.61,935.483,143.912,77.4062,34.7316,100.496,41.4582,77.4062,34.7316,100.496,41.4582,0.0733455,0.105688,0.696117,-0.199731,-0.199731,"em","2","opaka-sim"
42,1,1,1203.86,973.461,145.538,80.4792,36.5683,104.127,43.5627,80.4792,36.5683,104.127,43.5627,0.0730347,0.105412,0.695261,-0.194804,-0.194804,"em","2","opaka-sim"
43,1,1,1196.33,1027.22,168.403,92.6456,40.0679,125.17,50.7651,92.6456,40.0679,125.17,50.7651,0.0857709,0.126665,0.7384,-0.0559704,-0.0559704,"em","2","opaka-sim"
44,1,1,1137.11,987.578,248.044,73.4859,30.4534,102.229,39.9886,73.4859,30.4534,102.229,39.9886,0.0713009,0.106989,0.694721,0.345421,0.345421,"em","2","opaka-sim"
45,1,1,1117.26,952.093,333.27,81.5372,33.3382,113.633,43.8341,81.5372,33.3382,113.633,43.8341,0.0830102,0.124484,0.732612,0.654527,0.654527,"em","2","opaka-sim"
46,1,1,1102.16,890.11,321.31,70.6127,29.9248,95.3652,37.892,70.6127,29.9248,95.3652,37.892,0.0738599,0.108309,0.700419,0.639567,0.639567,"em","2","opaka-sim"
47,1,1,1156.37,875.124,193.064,82.9059,38.0713,107.252,45.5292,82.9059,38.0713,107.252,45.5292,0.0836668,0.120302,0.728792,0.139649,0.139649,"em","2","opaka-sim"
48,1,1,1212.13,902.028,310.757,76.7097,37.412,101.073,45.1796,76.7097,37.412,101.073,45.1796,0.0707673,0.105868,0.692345,0.613263,0.613263,"em","2","opaka-sim"
49,1,1,1291.56,1011.77,247.583,75.4013,36.1185,99.8184,44.337,75.4013,36.1185,99.8184,44.337,0.0634539,0.0947931,0.663487,0.364015,0.364015,"em","2","opaka-sim"
50,1,1,1377.19,1128.35,189.675,74.0418,33.8732,101.132,43.5678,74.0418,33.8732,101.132,43.5678,0.0592039,0.0890014,0.645785,0.0791077,0.0791077,"em","2","opaka-sim"
51,1,1,1453.95,1181.09,168.624,81.2999,36.9447,106.654,45.0138,81.2999,36.9447,106.654,45.0138,0.0605831,0.0879169,0.646601,-0.0426632,-0.0426632,"em","2","opaka-sim"
52,1,1,1495.28,1268.87,211.98,83.1857,36.2775,110.436,45.024,83.1857,36.2775,110.436,45.024,0.0597732,0.0868605,0.643154,0.177388,0.177388,"em","2","opaka-sim"
53,1,1,1506.38,1315.27,178.826,83.6184,34.5782,111.738,43.6049,83.6184,34.5782,111.738,43.6049,0.0600701,0.0865771,0.643243,0.00580585,0.00580585,"em","2","opaka-sim"
54,1,1,1495.92,1308,159.553,82.3534,33.0068,111.957,42.3653,82.3534,33.0068,111.957,42.3653,0.0602549,0.0877012,0.645582,-0.102015,-0.102015,"em","2","opaka-sim"
55,1,1,1469.33,1274.33,131.041,66.7047,26.6057,93.609,34.93,66.7047,26.6057,93.609,34.93,0.0489393,0.0738268,0.593703,-0.288813,-0.288813,"em","2","opaka-sim"
56,1,1,1458.41,1286.29,129.84,74.8221,29.2415,70.2811,25.7713,74.8221,29.2415,70.2811,25.7713,0.0548741,0.0552042,0.565986,-0.294575,-0.294575,"em","2","opaka-sim"
57,1,1,1443.43,1292.58,190.606,70.7367,26.8679,67.5595,24.1722,70.7367,26.8679,67.5595,24.1722,0.0522713,0.053166,0.553672,0.0936143,0.0936143,"em","2","opaka-sim"
58,1,1,1424.48,1283.15,201.387,65.0538,23.9539,64.0146,22.3518,65.0538,23.9539,64.0146,22.3518,0.0490411,0.0510423,0.538693,0.155204,0.155204,"em","2","opaka-sim"
59,1,1,1417.05,1256.36,195.076,61.4963,22.568,59.8638,20.7907,61.4963,22.568,59.8638,20.7907,0.047133,0.0484915,0.525832,0.132552,0.132552,"em","2","opaka-sim"
60,1,1,1427.29,1232.79,119.948,61.6674,23.3934,59.3288,21.0075,61.6674,23.3934,59.3288,21.0075,0.0468386,0.0481416,0.52392,-0.34494,-0.34494,"em","2","opaka-sim"
61,1,1,1440.69,1246.89,169.637,61.1722,23.7505,58.1326,20.973,61.1722,23.7505,58.1326,20.973,0.0454756,0.0464517,0.514701,0.00467046,0.00467046,"em","2","opaka-sim"
62,1,1,1451.81,1280.43,108.87,61.4046,23.6246,58.2187,20.934,61.4046,23.6246,58.2187,20.934,0.0448489,0.0456176,0.510195,-0.438684,-0.438684,"em","2","opaka-sim"
63,1,1,1452.22,1309.06,97.5202,58.9082,21.9552,57.5955,20.3074,58.9082,21.9552,57.5955,20.3074,0.0432532,0.0448306,0.502518,-0.547696,-0.547696,"em","2","opaka-sim"
64,1,1,1438.91,1297.1,294.167,54.6478,20.1182,54.1337,18.7236,54.6478,20.1182,54.1337,18.7236,0.0400525,0.0421099,0.482841,0.56329,0.56329,"em","2","opaka-sim"
65,1,1,1435.31,1304.08,128.703,52.6888,18.6416,52.4225,17.7168,52.6888,18.6416,52.4225,17.7168,0.0393652,0.0411727,0.477288,-0.259146,-0.259146,"em","2","opaka-sim"
66,1,1,1446.66,1276.17,166.857,45.4271,16.3758,45.6989,15.6082,45.4271,16.3758,45.6989,15.6082,0.0342048,0.0361771,0.439963,0.00504439,0.00504439,"em","2","opaka-sim"
67,1,1,1478.99,1260.68,156.433,43.5212,16.7719,42.155,14.904,43.5212,16.7719,42.155,14.904,0.0309373,0.0323773,0.411511,-0.0571527,-0.0571527,"em","2","opaka-sim"
68,1,1,1517.74,1358.95,245.552,49.4447,18.5126,48.5362,17.1216,49.4447,18.5126,48.5362,17.1216,0.0345154,0.0360797,0.440863,0.379873,0.379873,"em","2","opaka-sim"
69,1,1,1550.51,1376.99,148.203,40.5773,15.0309,39.1347,13.6816,40.5773,15.0309,39.1347,13.6816,0.0276971,0.0283576,0.379816,-0.127402,-0.127402,"em","2","opaka-sim"
70,1,1,1607.26,1416.74,140.83,39.5129,14.7148,38.4756,13.4811,39.5129,14.7148,38.4756,13.4811,0.0261191,0.0269904,0.366056,-0.18341,-0.18341,"em","2","opaka-sim"
71,1,1,1661.97,1460.03,271.169,44.7593,16.9439,43.1522,15.1884,44.7593,16.9439,43.1522,15.1884,0.0281605,0.0290759,0.385136,0.466638,0.466638,"em","2","opaka-sim"
72,1,1,1709.05,1539.75,146.913,51.6184,18.8818,51.3496,17.8003,51.6184,18.8818,51.3496,17.8003,0.0319871,0.0337014,0.421306,-0.155035,-0.155035,"em","2","opaka-sim"
73,1,1,1744.05,1554.2,153.97,42.7798,15.6054,41.7221,14.3952,42.7798,15.6054,41.7221,14.3952,0.0261124,0.026879,0.365517,-0.109618,-0.109618,"em","2","opaka-sim"
74,1,1,1792.63,1577.69,129.085,56.9937,21.3005,54.6803,18.9862,56.9937,21.3005,54.6803,18.9862,0.0334213,0.0342802,0.429606,-0.288295,-0.288295,"em","2","opaka-sim"
75,1,1,1800.6,1641.28,239.147,61.3334,22.1868,59.2195,20.2431,61.3334,22.1868,59.2195,20.2431,0.0359344,0.0366956,0.448795,0.19898,0.19898,"em","2","opaka-sim"
1,1,1,2821.37,2621.05,297.891,64.1345,20.5209,110.856,33.6698,64.1345,20.5209,110.856,33.6698,0.0242681,0.0436826,0.427196,0.444576,0.444576,"om","2","opaka-sim"
2,1,1,2710.98,2500.86,113.603,26.0615,8.38003,45.0166,13.7518,26.0615,8.38003,45.0166,13.7518,0.0101208,0.0182174,0.226404,-0.514967,-0.514967,"om","2","opaka-sim"
3,1,1,2712.59,2485.99,755.746,38.7767,12.7157,66.8199,20.6972,38.7767,12.7157,66.8199,20.6972,0.0151504,0.0272707,0.309385,1.38061,1.38061,"om","2","opaka-sim"
4,1,1,2736.96,2451.17,168.866,47.9805,16.0534,82.1267,25.9749,47.9805,16.0534,82.1267,25.9749,0.0187966,0.033834,0.360857,-0.1166,-0.1166,"om","2","opaka-sim"
5,1,1,2801.58,2448.96,77.356,61.9118,21.7979,106.222,35.3617,61.9118,21.7979,106.222,35.3617,0.0245212,0.0441381,0.429991,-0.897198,-0.897198,"om","2","opaka-sim"
6,1,1,2835.68,2375.66,135.975,42.8442,16.9219,70.3726,24.9736,42.8442,16.9219,70.3726,24.9736,0.0154833,0.02787,0.31436,-0.330092,-0.330092,"om","2","opaka-sim"
7,1,1,2885.47,2706.69,201.659,68.8985,25.052,116.842,40.2563,68.8985,25.052,116.842,40.2563,0.0246774,0.0444193,0.431705,0.0514731,0.0514731,"om","2","opaka-sim"
8,1,1,2817.04,2697.14,82.0102,72.5585,24.1751,126.004,40.7487,72.5585,24.1751,126.004,40.7487,0.0271848,0.0489326,0.458112,-0.847942,-0.847942,"om","2","opaka-sim"
9,1,1,2693.54,2541.63,438.912,66.0372,21.281,114.99,35.6504,66.0372,21.281,114.99,35.6504,0.0260508,0.0468915,0.446422,0.83506,0.83506,"om","2","opaka-sim"
10,1,1,2586.3,2399.55,286.357,83.5402,26.6108,144.829,44.1421,83.5402,26.6108,144.829,44.1421,0.0350001,0.0630001,0.528841,0.413665,0.413665,"om","2","opaka-sim"
11,1,1,2466.4,2232.23,280.653,67.4735,21.9174,117.182,36.4741,67.4735,21.9174,117.182,36.4741,0.0303331,0.0545997,0.488553,0.401088,0.401088,"om","2","opaka-sim"
12,1,1,2429.92,2073.7,304.949,69.5778,25.327,116.888,38.9523,69.5778,25.327,116.888,38.9523,0.030985,0.055773,0.494509,0.492318,0.492318,"om","2","opaka-sim"
13,1,1,2423.71,2121.37,312.455,81.9174,30.557,137.653,47.7752,81.9174,30.557,137.653,47.7752,0.036617,0.0659105,0.541612,0.514045,0.514045,"om","2","opaka-sim"
14,1,1,2408.59,2110.11,381.23,82.3538,31.1193,138.664,49.0438,82.3538,31.1193,138.664,49.0438,0.0370675,0.0667214,0.54507,0.71359,0.71359,"om","2","opaka-sim"
15,1,1,2417.52,2097.6,250.947,80.2906,30.7864,134.972,48.4489,80.2906,30.7864,134.972,48.4489,0.0360024,0.0648043,0.536824,0.296105,0.296105,"om","2","opaka-sim"
16,1,1,2447.28,2112.5,251.864,78.8574,30.7956,132.231,48.1969,78.8574,30.7956,132.231,48.1969,0.0347922,0.062626,0.527157,0.298949,0.298949,"om","2","opaka-sim"
17,1,1,2478.15,2151.7,378.73,87.1751,34.3421,145.511,53.2948,87.1751,34.3421,145.511,53.2948,0.0375402,0.0675724,0.548655,0.704819,0.704819,"om","2","opaka-sim"
18,1,1,2486.29,2208.01,241.126,94.3827,36.0811,159.277,57.5021,94.3827,36.0811,159.277,57.5021,0.0410144,0.0738258,0.573649,0.250469,0.250469,"om","2","opaka-sim"
19,1,1,2471.04,2172.75,203.302,97.4524,37.1844,164.833,59.2323,97.4524,37.1844,164.833,59.2323,0.0430577,0.0775038,0.587321,0.0816096,0.0816096,"om","2","opaka-sim"
20,1,1,2432.15,2120.69,309.799,103.299,40.1143,172.983,62.4203,103.299,40.1143,172.983,62.4203,0.045784,0.0824111,0.604489,0.505545,0.505545,"om","2","opaka-sim"
21,1,1,2365.44,2117.23,157.454,103.826,39.17,175.461,62.4403,103.826,39.17,175.461,62.4403,0.0476269,0.0857284,0.615451,-0.171058,-0.171058,"om","2","opaka-sim"
22,1,1,2278.37,2038.22,217.955,105.913,39.4818,179.923,63.3314,105.913,39.4818,179.923,63.3314,0.0510462,0.0918831,0.634531,0.158467,0.158467,"om","2","opaka-sim"
23,1,1,2165.69,1919.91,142.234,100.872,37.9202,169.995,59.6607,100.872,37.9202,169.995,59.6607,0.0505038,0.0909069,0.631608,-0.261174,-0.261174,"om","2","opaka-sim"
24,1,1,2046.35,1858.26,243.554,101.308,37.0324,172.482,59.6772,101.308,37.0324,172.482,59.6772,0.0543337,0.0978006,0.651476,0.280768,0.280768,"om","2","opaka-sim"
25,1,1,1911.56,1717.51,146.259,99.8849,36.3453,169.708,58.1821,99.8849,36.3453,169.708,58.1821,0.0576042,0.103687,0.667108,-0.218861,-0.218861,"om","2","opaka-sim"
26,1,1,1774.3,1591.15,168.744,94.0554,34.1589,160.345,55.0404,94.0554,34.1589,160.345,55.0404,0.0591893,0.106541,0.674284,-0.0651355,-0.0651355,"om","2","opaka-sim"
27,1,1,1646.59,1447.87,100.72,89.3477,33.4236,122.894,42.7783,89.3477,33.4236,122.894,42.7783,0.0593476,0.087241,0.64298,-0.566935,-0.566935,"om","2","opaka-sim"
28,1,1,1549.75,1392.91,259.956,85.4138,31.5985,118.196,41.1174,85.4138,31.5985,118.196,41.1174,0.060392,0.0887762,0.647718,0.387406,0.387406,"om","2","opaka-sim"
29,1,1,1461.28,1305.06,187.634,89.3575,32.7957,123.716,42.8227,89.3575,32.7957,123.716,42.8227,0.0678362,0.0997192,0.678749,0.0722483,0.0722483,"om","2","opaka-sim"
30,1,1,1375.38,1206.32,716.142,75.1596,27.8784,104.492,36.709,75.1596,27.8784,104.492,36.709,0.0616583,0.0906378,0.653329,1.42555,1.42555,"om","2","opaka-sim"
31,1,1,1393.03,1116.03,95.8749,72.4175,28.9343,98.3245,36.7495,72.4175,28.9343,98.3245,36.7495,0.0598347,0.0879569,0.645202,-0.570611,-0.570611,"om","2","opaka-sim"
32,1,1,1485.88,1122.68,139.144,89.1447,40.3236,119.242,49.8102,89.1447,40.3236,119.242,49.8102,0.0712976,0.104807,0.691708,-0.199299,-0.199299,"om","2","opaka-sim"
33,1,1,1549.46,1132.01,184.789,102.536,51.0877,129.055,57.3987,102.536,51.0877,129.055,57.3987,0.0696494,0.102385,0.685645,0.0828056,0.0828056,"om","2","opaka-sim"
34,1,1,1557.33,1398.3,96.5751,106,46.1433,142.867,59.2354,106,46.1433,142.867,59.2354,0.0733824,0.107872,0.699115,-0.60341,-0.60341,"om","2","opaka-sim"
35,1,1,1499.4,1350.04,143.503,102.781,41.5338,141.685,54.5808,102.781,41.5338,141.685,54.5808,0.0752367,0.110598,0.705465,-0.201613,-0.201613,"om","2","opaka-sim"
36,1,1,1403.94,1255.11,107.219,94.1703,36.6682,129.782,47.6782,94.1703,36.6682,129.782,47.6782,0.0733662,0.107848,0.699058,-0.48058,-0.48058,"om","2","opaka-sim"
37,1,1,1298.58,1178.89,288.098,100.147,37.3333,139.443,49.4572,100.147,37.3333,139.443,49.4572,0.0868887,0.127726,0.740874,0.519213,0.519213,"om","2","opaka-sim"
38,1,1,1176.22,1031.97,314.282,71.7736,26.7568,99.4176,35.0607,71.7736,26.7568,99.4176,35.0607,0.0684059,0.100557,0.680942,0.632362,0.632362,"om","2","opaka-sim"
39,1,1,1154.35,960.804,332.902,74.0031,28.8959,102.052,37.6514,74.0031,28.8959,102.052,37.6514,0.075259,0.110631,0.70554,0.705148,0.705148,"om","2","opaka-sim"
40,1,1,1178.31,885.996,150.474,73.6562,32.8693,97.4499,39.7915,73.6562,32.8693,97.4499,39.7915,0.0723464,0.106349,0.695471,-0.0705754,-0.0705754,"om","2","opaka-sim"
41,1,1,1237.26,933.831,78.2052,77.6624,37.1041,100.929,44.0871,77.6624,37.1041,100.929,44.0871,0.070187,0.103175,0.687644,-0.737056,-0.737056,"om","2","opaka-sim"
42,1,1,1275.87,1030.34,149.465,80.0417,37.7373,104.313,45.2032,80.0417,37.7373,104.313,45.2032,0.06674,0.0981078,0.674461,-0.110536,-0.110536,"om","2","opaka-sim"
43,1,1,1273.59,1134.71,133.169,92.0084,39.2507,124.463,50.2592,92.0084,39.2507,124.463,50.2592,0.0781166,0.114831,0.714909,-0.245246,-0.245246,"om","2","opaka-sim"
44,1,1,1205.3,1091.89,402.628,73.6262,28.9365,102.151,38.5058,73.6262,28.9365,102.151,38.5058,0.0670415,0.098551,0.67565,0.86865,0.86865,"om","2","opaka-sim"
45,1,1,1183.71,1015.78,233.586,81.8519,31.8245,113.031,41.8103,81.8519,31.8245,113.031,41.8103,0.0791277,0.116318,0.718111,0.338918,0.338918,"om","2","opaka-sim"
46,1,1,1175.61,939.078,226.439,70.2339,29.4226,95.7604,37.5643,70.2339,29.4226,95.7604,37.5643,0.0700825,0.103021,0.687256,0.324831,0.324831,"om","2","opaka-sim"
47,1,1,1223.53,910.594,90.0408,83.2969,39.1584,107.975,45.9123,83.2969,39.1584,107.975,45.9123,0.0759965,0.111715,0.708005,-0.590428,-0.590428,"om","2","opaka-sim"
48,1,1,1242.68,1015.28,378.409,77.1386,35.5472,101.646,43.3793,77.1386,35.5472,101.646,43.3793,0.0674449,0.0991441,0.677229,0.821448,0.821448,"om","2","opaka-sim"
49,1,1,1272.66,1073.37,275.594,74.5472,32.5248,99.9097,41.0185,74.5472,32.5248,99.9097,41.0185,0.0636643,0.0935866,0.661927,0.492977,0.492977,"om","2","opaka-sim"
50,1,1,1322.25,1105.24,232.833,74.1559,31.4546,101.542,41.0552,74.1559,31.4546,101.542,41.0552,0.0640238,0.094115,0.663432,0.318564,0.318564,"om","2","opaka-sim"
51,1,1,1385.19,1071.26,164.052,81.362,37.166,107.271,44.8704,81.362,37.166,107.271,44.8704,0.0649194,0.0954315,0.667134,-0.0253731,-0.0253731,"om","2","opaka-sim"
52,1,1,1431.01,1172.9,68.9292,83.186,37.5141,110.308,46.1049,83.186,37.5141,110.308,46.1049,0.0630696,0.0927122,0.659414,-0.910057,-0.910057,"om","2","opaka-sim"
53,1,1,1439.55,1242.02,296,83.3841,35.9712,112.128,45.1535,83.3841,35.9712,112.128,45.1535,0.061891,0.0909798,0.654344,0.536767,0.536767,"om","2","opaka-sim"
54,1,1,1420.92,1268.61,218.37,82.2867,32.9179,112.844,42.9027,82.2867,32.9179,112.844,42.9027,0.0626667,0.0921201,0.657694,0.22885,0.22885,"om","2","opaka-sim"
55,1,1,1398.3,1229.66,51.9116,67.0392,25.8468,93.4144,34.5264,67.0392,25.8468,93.4144,34.5264,0.0535135,0.0786649,0.614518,-1.20226,-1.20226,"om","2","opaka-sim"
